# Market/curve.csv
# Mon Nov 16 14:33:49 2020
# Market_1
# market_id,timestamp,sort_index,bidder_name,bid_quantity,bid_price
# supply curve at 2012-04-08 00:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
# marginal quantity of 19.210054 kW (0.016008 %)
# curve cleared 19.210054 at $0.047927 with marginal_seller type
# supply curve at 2012-04-08 03:00:00 UTC: 1200.000000 total and 0.000000 unresponsive
6,2012-04-08 03:00:00 UTC,   0,Market_1,1200.000,0.047927
# demand curve at 2012-04-08 03:00:00 UTC: 17.736320 total and 17.736320 unresponsive
6,2012-04-08 03:00:00 UTC,   0,HVMV_Sub,-17.736,9999.000000
# marginal quantity of 17.736320 kW (0.014780 %)
# curve cleared 17.736320 at $0.047927 with marginal_seller type
# supply curve at 2012-04-08 03:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
7,2012-04-08 03:30:00 UTC,   0,Market_1,1200.000,0.054981
# demand curve at 2012-04-08 03:30:00 UTC: 17.470047 total and 17.470047 unresponsive
7,2012-04-08 03:30:00 UTC,   0,HVMV_Sub,-17.470,9999.000000
# marginal quantity of 17.470047 kW (0.014558 %)
# curve cleared 17.470047 at $0.054981 with marginal_seller type
# supply curve at 2012-04-08 04:00:00 UTC: 1200.000000 total and 0.000000 unresponsive
8,2012-04-08 04:00:00 UTC,   0,Market_1,1200.000,0.054981
# demand curve at 2012-04-08 04:00:00 UTC: 12.052082 total and 12.052082 unresponsive
8,2012-04-08 04:00:00 UTC,   0,HVMV_Sub,-12.052,9999.000000
# marginal quantity of 12.052082 kW (0.010043 %)
# curve cleared 12.052082 at $0.054981 with marginal_seller type
# supply curve at 2012-04-08 04:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
9,2012-04-08 04:30:00 UTC,   0,Market_1,1200.000,0.054145
# demand curve at 2012-04-08 04:30:00 UTC: 11.978109 total and 11.978109 unresponsive
9,2012-04-08 04:30:00 UTC,   0,HVMV_Sub,-11.978,9999.000000
# marginal quantity of 11.978109 kW (0.009982 %)
# curve cleared 11.978109 at $0.054145 with marginal_seller type
# supply curve at 2012-04-08 05:00:00 UTC: 1200.000000 total and 0.000000 unresponsive
10,2012-04-08 05:00:00 UTC,   0,Market_1,1200.000,0.054145
# demand curve at 2012-04-08 05:00:00 UTC: 11.444737 total and 11.444737 unresponsive
10,2012-04-08 05:00:00 UTC,   0,HVMV_Sub,-11.445,9999.000000
# marginal quantity of 11.444737 kW (0.009537 %)
# curve cleared 11.444737 at $0.054145 with marginal_seller type
# supply curve at 2012-04-08 05:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
11,2012-04-08 05:30:00 UTC,   0,Market_1,1200.000,0.052692
# demand curve at 2012-04-08 05:30:00 UTC: 12.453109 total and 12.453109 unresponsive
11,2012-04-08 05:30:00 UTC,   0,HVMV_Sub,-12.453,9999.000000
# marginal quantity of 12.453109 kW (0.010378 %)
# curve cleared 12.453109 at $0.052692 with marginal_seller type
# supply curve at 2012-04-08 06:00:00 UTC: 1200.000000 total and 0.000000 unresponsive
12,2012-04-08 06:00:00 UTC,   0,Market_1,1200.000,0.052692
# demand curve at 2012-04-08 06:00:00 UTC: 12.234554 total and 12.234554 unresponsive
12,2012-04-08 06:00:00 UTC,   0,HVMV_Sub,-12.235,9999.000000
# marginal quantity of 12.234554 kW (0.010195 %)
# curve cleared 12.234554 at $0.052692 with marginal_seller type
# supply curve at 2012-04-08 06:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
13,2012-04-08 06:30:00 UTC,   0,Market_1,1200.000,0.025676
# demand curve at 2012-04-08 06:30:00 UTC: 13.874926 total and 13.874926 unresponsive
13,2012-04-08 06:30:00 UTC,   0,HVMV_Sub,-13.875,9999.000000
# marginal quantity of 13.874926 kW (0.011562 %)
# curve cleared 13.874926 at $0.025676 with marginal_seller type
# supply curve at 2012-04-08 07:00:00 UTC: 1200.000000 total and 0.000000 unresponsive
14,2012-04-08 07:00:00 UTC,   0,Market_1,1200.000,0.025676
# demand curve at 2012-04-08 07:00:00 UTC: 13.997771 total and 13.997771 unresponsive
14,2012-04-08 07:00:00 UTC,   0,HVMV_Sub,-13.998,9999.000000
# marginal quantity of 13.997771 kW (0.011665 %)
# curve cleared 13.997771 at $0.025676 with marginal_seller type
# supply curve at 2012-04-08 07:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
15,2012-04-08 07:30:00 UTC,   0,Market_1,1200.000,0.048757
# demand curve at 2012-04-08 07:30:00 UTC: 15.200028 total and 15.200028 unresponsive
15,2012-04-08 07:30:00 UTC,   0,HVMV_Sub,-15.200,9999.000000
# marginal quantity of 15.200028 kW (0.012667 %)
# curve cleared 15.200028 at $0.048757 with marginal_seller type
# supply curve at 2012-04-08 08:00:00 UTC: 1200.000000 total and 0.000000 unresponsive
16,2012-04-08 08:00:00 UTC,   0,Market_1,1200.000,0.048757
# demand curve at 2012-04-08 08:00:00 UTC: 13.336886 total and 13.336886 unresponsive
16,2012-04-08 08:00:00 UTC,   0,HVMV_Sub,-13.337,9999.000000
# marginal quantity of 13.336886 kW (0.011114 %)
# curve cleared 13.336886 at $0.048757 with marginal_seller type
# supply curve at 2012-04-08 08:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
17,2012-04-08 08:30:00 UTC,   0,Market_1,1200.000,0.060732
# demand curve at 2012-04-08 08:30:00 UTC: 16.942567 total and 16.942567 unresponsive
17,2012-04-08 08:30:00 UTC,   0,HVMV_Sub,-16.943,9999.000000
# marginal quantity of 16.942567 kW (0.014119 %)
# curve cleared 16.942567 at $0.060732 with marginal_seller type
# supply curve at 2012-04-08 09:00:00 UTC: 1200.000000 total and 0.000000 unresponsive
18,2012-04-08 09:00:00 UTC,   0,Market_1,1200.000,0.060732
# demand curve at 2012-04-08 09:00:00 UTC: 17.624879 total and 17.624879 unresponsive
18,2012-04-08 09:00:00 UTC,   0,HVMV_Sub,-17.625,9999.000000
# marginal quantity of 17.624879 kW (0.014687 %)
# curve cleared 17.624879 at $0.060732 with marginal_seller type
# supply curve at 2012-04-08 09:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
19,2012-04-08 09:30:00 UTC,   0,Market_1,1200.000,0.067444
# demand curve at 2012-04-08 09:30:00 UTC: 22.043540 total and 22.043540 unresponsive
19,2012-04-08 09:30:00 UTC,   0,HVMV_Sub,-22.044,9999.000000
# marginal quantity of 22.043540 kW (0.018370 %)
# curve cleared 22.043540 at $0.067444 with marginal_seller type
# supply curve at 2012-04-08 10:00:00 UTC: 1200.000000 total and 0.000000 unresponsive
20,2012-04-08 10:00:00 UTC,   0,Market_1,1200.000,0.067444
# demand curve at 2012-04-08 10:00:00 UTC: 22.653494 total and 22.653494 unresponsive
20,2012-04-08 10:00:00 UTC,   0,HVMV_Sub,-22.653,9999.000000
# marginal quantity of 22.653494 kW (0.018878 %)
# curve cleared 22.653494 at $0.067444 with marginal_seller type
# supply curve at 2012-04-08 10:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
21,2012-04-08 10:30:00 UTC,   0,Market_1,1200.000,0.077139
# demand curve at 2012-04-08 10:30:00 UTC: 25.837044 total and 25.837044 unresponsive
21,2012-04-08 10:30:00 UTC,   0,HVMV_Sub,-25.837,9999.000000
# marginal quantity of 25.837044 kW (0.021531 %)
# curve cleared 25.837044 at $0.077139 with marginal_seller type
# supply curve at 2012-04-08 11:00:00 UTC: 1200.000000 total and 0.000000 unresponsive
22,2012-04-08 11:00:00 UTC,   0,Market_1,1200.000,0.077139
# demand curve at 2012-04-08 11:00:00 UTC: 24.179182 total and 24.179182 unresponsive
22,2012-04-08 11:00:00 UTC,   0,HVMV_Sub,-24.179,9999.000000
# marginal quantity of 24.179182 kW (0.020149 %)
# curve cleared 24.179182 at $0.077139 with marginal_seller type
# supply curve at 2012-04-08 11:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
23,2012-04-08 11:30:00 UTC,   0,Market_1,1200.000,0.115129
# demand curve at 2012-04-08 11:30:00 UTC: 22.269981 total and 22.269981 unresponsive
23,2012-04-08 11:30:00 UTC,   0,HVMV_Sub,-22.270,9999.000000
# marginal quantity of 22.269981 kW (0.018558 %)
# curve cleared 22.269981 at $0.115129 with marginal_seller type
# supply curve at 2012-04-08 12:00:00 UTC: 1200.000000 total and 0.000000 unresponsive
24,2012-04-08 12:00:00 UTC,   0,Market_1,1200.000,0.115129
# demand curve at 2012-04-08 12:00:00 UTC: 27.835941 total and 27.835941 unresponsive
24,2012-04-08 12:00:00 UTC,   0,HVMV_Sub,-27.836,9999.000000
# marginal quantity of 27.835941 kW (0.023197 %)
# curve cleared 27.835941 at $0.115129 with marginal_seller type
# supply curve at 2012-04-08 12:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
25,2012-04-08 12:30:00 UTC,   0,Market_1,1200.000,0.314472
# demand curve at 2012-04-08 12:30:00 UTC: 30.461843 total and 30.461843 unresponsive
25,2012-04-08 12:30:00 UTC,   0,HVMV_Sub,-30.462,9999.000000
# marginal quantity of 30.461843 kW (0.025385 %)
# curve cleared 30.461843 at $0.314472 with marginal_seller type
# supply curve at 2012-04-08 13:00:00 UTC: 1200.000000 total and 0.000000 unresponsive
26,2012-04-08 13:00:00 UTC,   0,Market_1,1200.000,0.314472
# demand curve at 2012-04-08 13:00:00 UTC: 26.393466 total and 26.393466 unresponsive
26,2012-04-08 13:00:00 UTC,   0,HVMV_Sub,-26.393,9999.000000
# marginal quantity of 26.393466 kW (0.021995 %)
# curve cleared 26.393466 at $0.314472 with marginal_seller type
# supply curve at 2012-04-08 13:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
27,2012-04-08 13:30:00 UTC,   0,Market_1,1200.000,0.103281
# demand curve at 2012-04-08 13:30:00 UTC: 27.996202 total and 27.996202 unresponsive
27,2012-04-08 13:30:00 UTC,   0,HVMV_Sub,-27.996,9999.000000
# marginal quantity of 27.996202 kW (0.023330 %)
# curve cleared 27.996202 at $0.103281 with marginal_seller type
# supply curve at 2012-04-08 14:00:00 UTC: 1200.000000 total and 0.000000 unresponsive
28,2012-04-08 14:00:00 UTC,   0,Market_1,1200.000,0.103281
# demand curve at 2012-04-08 14:00:00 UTC: 23.856428 total and 23.856428 unresponsive
28,2012-04-08 14:00:00 UTC,   0,HVMV_Sub,-23.856,9999.000000
# marginal quantity of 23.856428 kW (0.019880 %)
# curve cleared 23.856428 at $0.103281 with marginal_seller type
# supply curve at 2012-04-08 14:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
29,2012-04-08 14:30:00 UTC,   0,Market_1,1200.000,0.107517
# demand curve at 2012-04-08 14:30:00 UTC: 22.582294 total and 22.582294 unresponsive
29,2012-04-08 14:30:00 UTC,   0,HVMV_Sub,-22.582,9999.000000
# marginal quantity of 22.582294 kW (0.018819 %)
# curve cleared 22.582294 at $0.107517 with marginal_seller type
# supply curve at 2012-04-08 15:00:00 UTC: 1200.000000 total and 0.000000 unresponsive
30,2012-04-08 15:00:00 UTC,   0,Market_1,1200.000,0.107517
# demand curve at 2012-04-08 15:00:00 UTC: 25.774282 total and 25.774282 unresponsive
30,2012-04-08 15:00:00 UTC,   0,HVMV_Sub,-25.774,9999.000000
# marginal quantity of 25.774282 kW (0.021479 %)
# curve cleared 25.774282 at $0.107517 with marginal_seller type
# supply curve at 2012-04-08 15:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
31,2012-04-08 15:30:00 UTC,   0,Market_1,1200.000,0.090978
# demand curve at 2012-04-08 15:30:00 UTC: 27.044892 total and 27.044892 unresponsive
31,2012-04-08 15:30:00 UTC,   0,HVMV_Sub,-27.045,9999.000000
# marginal quantity of 27.044892 kW (0.022537 %)
# curve cleared 27.044892 at $0.090978 with marginal_seller type
# supply curve at 2012-04-08 16:00:00 UTC: 1200.000000 total and 0.000000 unresponsive
32,2012-04-08 16:00:00 UTC,   0,Market_1,1200.000,0.090978
# demand curve at 2012-04-08 16:00:00 UTC: 25.294264 total and 25.294264 unresponsive
32,2012-04-08 16:00:00 UTC,   0,HVMV_Sub,-25.294,9999.000000
# marginal quantity of 25.294264 kW (0.021079 %)
# curve cleared 25.294264 at $0.090978 with marginal_seller type
# supply curve at 2012-04-08 16:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
33,2012-04-08 16:30:00 UTC,   0,Market_1,1200.000,0.099465
# demand curve at 2012-04-08 16:30:00 UTC: 28.592486 total and 28.592486 unresponsive
33,2012-04-08 16:30:00 UTC,   0,HVMV_Sub,-28.592,9999.000000
# marginal quantity of 28.592486 kW (0.023827 %)
# curve cleared 28.592486 at $0.099465 with marginal_seller type
# supply curve at 2012-04-08 17:00:00 UTC: 1200.000000 total and 0.000000 unresponsive
34,2012-04-08 17:00:00 UTC,   0,Market_1,1200.000,0.099465
# demand curve at 2012-04-08 17:00:00 UTC: 29.566169 total and 29.566169 unresponsive
34,2012-04-08 17:00:00 UTC,   0,HVMV_Sub,-29.566,9999.000000
# marginal quantity of 29.566169 kW (0.024638 %)
# curve cleared 29.566169 at $0.099465 with marginal_seller type
# supply curve at 2012-04-08 17:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
35,2012-04-08 17:30:00 UTC,   0,Market_1,1200.000,0.163446
# demand curve at 2012-04-08 17:30:00 UTC: 28.060447 total and 28.060447 unresponsive
35,2012-04-08 17:30:00 UTC,   0,HVMV_Sub,-28.060,9999.000000
# marginal quantity of 28.060447 kW (0.023384 %)
# curve cleared 28.060447 at $0.163446 with marginal_seller type
# supply curve at 2012-04-08 18:00:00 UTC: 1200.000000 total and 0.000000 unresponsive
36,2012-04-08 18:00:00 UTC,   0,Market_1,1200.000,0.163446
# demand curve at 2012-04-08 18:00:00 UTC: 29.537675 total and 29.537675 unresponsive
36,2012-04-08 18:00:00 UTC,   0,HVMV_Sub,-29.538,9999.000000
# marginal quantity of 29.537675 kW (0.024615 %)
# curve cleared 29.537675 at $0.163446 with marginal_seller type
# supply curve at 2012-04-08 18:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
37,2012-04-08 18:30:00 UTC,   0,Market_1,1200.000,0.188780
# demand curve at 2012-04-08 18:30:00 UTC: 27.365370 total and 27.365370 unresponsive
37,2012-04-08 18:30:00 UTC,   0,HVMV_Sub,-27.365,9999.000000
# marginal quantity of 27.365370 kW (0.022804 %)
# curve cleared 27.365370 at $0.188780 with marginal_seller type
# supply curve at 2012-04-08 19:00:00 UTC: 1200.000000 total and 0.000000 unresponsive
38,2012-04-08 19:00:00 UTC,   0,Market_1,1200.000,0.188780
# demand curve at 2012-04-08 19:00:00 UTC: 26.586836 total and 26.586836 unresponsive
38,2012-04-08 19:00:00 UTC,   0,HVMV_Sub,-26.587,9999.000000
# marginal quantity of 26.586836 kW (0.022156 %)
# curve cleared 26.586836 at $0.188780 with marginal_seller type
# supply curve at 2012-04-08 19:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
39,2012-04-08 19:30:00 UTC,   0,Market_1,1200.000,0.122554
# demand curve at 2012-04-08 19:30:00 UTC: 30.222979 total and 30.222979 unresponsive
39,2012-04-08 19:30:00 UTC,   0,HVMV_Sub,-30.223,9999.000000
# marginal quantity of 30.222979 kW (0.025186 %)
# curve cleared 30.222979 at $0.122554 with marginal_seller type
# supply curve at 2012-04-08 20:00:00 UTC: 1200.000000 total and 0.000000 unresponsive
40,2012-04-08 20:00:00 UTC,   0,Market_1,1200.000,0.122554
# demand curve at 2012-04-08 20:00:00 UTC: 30.686562 total and 30.686562 unresponsive
40,2012-04-08 20:00:00 UTC,   0,HVMV_Sub,-30.687,9999.000000
# marginal quantity of 30.686562 kW (0.025572 %)
# curve cleared 30.686562 at $0.122554 with marginal_seller type
# supply curve at 2012-04-08 20:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
41,2012-04-08 20:30:00 UTC,   0,Market_1,1200.000,0.281735
# demand curve at 2012-04-08 20:30:00 UTC: 29.699666 total and 29.699666 unresponsive
41,2012-04-08 20:30:00 UTC,   0,HVMV_Sub,-29.700,9999.000000
# marginal quantity of 29.699666 kW (0.024750 %)
# curve cleared 29.699666 at $0.281735 with marginal_seller type
# supply curve at 2012-04-08 21:00:00 UTC: 1200.000000 total and 0.000000 unresponsive
42,2012-04-08 21:00:00 UTC,   0,Market_1,1200.000,0.281735
# demand curve at 2012-04-08 21:00:00 UTC: 28.534676 total and 28.534676 unresponsive
42,2012-04-08 21:00:00 UTC,   0,HVMV_Sub,-28.535,9999.000000
# marginal quantity of 28.534676 kW (0.023779 %)
# curve cleared 28.534676 at $0.281735 with marginal_seller type
# supply curve at 2012-04-08 21:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
43,2012-04-08 21:30:00 UTC,   0,Market_1,1200.000,0.240559
# demand curve at 2012-04-08 21:30:00 UTC: 28.258364 total and 28.258364 unresponsive
43,2012-04-08 21:30:00 UTC,   0,HVMV_Sub,-28.258,9999.000000
# marginal quantity of 28.258364 kW (0.023549 %)
# curve cleared 28.258364 at $0.240559 with marginal_seller type
# supply curve at 2012-04-08 22:00:00 UTC: 1200.000000 total and 0.000000 unresponsive
44,2012-04-08 22:00:00 UTC,   0,Market_1,1200.000,0.240559
# demand curve at 2012-04-08 22:00:00 UTC: 23.960673 total and 23.960673 unresponsive
44,2012-04-08 22:00:00 UTC,   0,HVMV_Sub,-23.961,9999.000000
# marginal quantity of 23.960673 kW (0.019967 %)
# curve cleared 23.960673 at $0.240559 with marginal_seller type
# supply curve at 2012-04-08 22:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
45,2012-04-08 22:30:00 UTC,   0,Market_1,1200.000,0.082834
# demand curve at 2012-04-08 22:30:00 UTC: 25.375054 total and 25.375054 unresponsive
45,2012-04-08 22:30:00 UTC,   0,HVMV_Sub,-25.375,9999.000000
# marginal quantity of 25.375054 kW (0.021146 %)
# curve cleared 25.375054 at $0.082834 with marginal_seller type
# supply curve at 2012-04-08 23:00:00 UTC: 1200.000000 total and 0.000000 unresponsive
46,2012-04-08 23:00:00 UTC,   0,Market_1,1200.000,0.082834
# demand curve at 2012-04-08 23:00:00 UTC: 22.620375 total and 22.620375 unresponsive
46,2012-04-08 23:00:00 UTC,   0,HVMV_Sub,-22.620,9999.000000
# marginal quantity of 22.620375 kW (0.018850 %)
# curve cleared 22.620375 at $0.082834 with marginal_seller type
# supply curve at 2012-04-08 23:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
47,2012-04-08 23:30:00 UTC,   0,Market_1,1200.000,0.081006
# demand curve at 2012-04-08 23:30:00 UTC: 20.218275 total and 20.218275 unresponsive
47,2012-04-08 23:30:00 UTC,   0,HVMV_Sub,-20.218,9999.000000
# marginal quantity of 20.218275 kW (0.016849 %)
# curve cleared 20.218275 at $0.081006 with marginal_seller type
# supply curve at 2012-04-09 00:00:00 UTC: 1200.000000 total and 0.000000 unresponsive
48,2012-04-09 00:00:00 UTC,   0,Market_1,1200.000,0.081006
# demand curve at 2012-04-09 00:00:00 UTC: 19.918260 total and 19.918260 unresponsive
48,2012-04-09 00:00:00 UTC,   0,HVMV_Sub,-19.918,9999.000000
# marginal quantity of 19.918260 kW (0.016599 %)
# curve cleared 19.918260 at $0.081006 with marginal_seller type
# supply curve at 2012-04-09 00:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
49,2012-04-09 00:30:00 UTC,   0,Market_1,1200.000,0.062341
# demand curve at 2012-04-09 00:30:00 UTC: 19.621175 total and 19.621175 unresponsive
49,2012-04-09 00:30:00 UTC,   0,HVMV_Sub,-19.621,9999.000000
# marginal quantity of 19.621175 kW (0.016351 %)
# curve cleared 19.621175 at $0.062341 with marginal_seller type
# supply curve at 2012-04-09 01:00:00 UTC: 1200.000000 total and 0.000000 unresponsive
50,2012-04-09 01:00:00 UTC,   0,Market_1,1200.000,0.062341
# demand curve at 2012-04-09 01:00:00 UTC: 26.085482 total and 26.085482 unresponsive
50,2012-04-09 01:00:00 UTC,   0,HVMV_Sub,-26.085,9999.000000
# marginal quantity of 26.085482 kW (0.021738 %)
# curve cleared 26.085482 at $0.062341 with marginal_seller type
# supply curve at 2012-04-09 01:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
51,2012-04-09 01:30:00 UTC,   0,Market_1,1200.000,0.058395
# demand curve at 2012-04-09 01:30:00 UTC: 22.230567 total and 22.230567 unresponsive
51,2012-04-09 01:30:00 UTC,   0,HVMV_Sub,-22.231,9999.000000
# marginal quantity of 22.230567 kW (0.018525 %)
# curve cleared 22.230567 at $0.058395 with marginal_seller type
# supply curve at 2012-04-09 02:00:00 UTC: 1200.000000 total and 0.000000 unresponsive
52,2012-04-09 02:00:00 UTC,   0,Market_1,1200.000,0.058395
# demand curve at 2012-04-09 02:00:00 UTC: 17.606000 total and 17.606000 unresponsive
52,2012-04-09 02:00:00 UTC,   0,HVMV_Sub,-17.606,9999.000000
# marginal quantity of 17.606000 kW (0.014672 %)
# curve cleared 17.606000 at $0.058395 with marginal_seller type
# supply curve at 2012-04-09 02:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
53,2012-04-09 02:30:00 UTC,   0,Market_1,1200.000,0.056163
# demand curve at 2012-04-09 02:30:00 UTC: 17.741032 total and 17.741032 unresponsive
53,2012-04-09 02:30:00 UTC,   0,HVMV_Sub,-17.741,9999.000000
# marginal quantity of 17.741032 kW (0.014784 %)
# curve cleared 17.741032 at $0.056163 with marginal_seller type
# supply curve at 2012-04-09 03:00:00 UTC: 1200.000000 total and 0.000000 unresponsive
54,2012-04-09 03:00:00 UTC,   0,Market_1,1200.000,0.056163
# demand curve at 2012-04-09 03:00:00 UTC: 15.973974 total and 15.973974 unresponsive
54,2012-04-09 03:00:00 UTC,   0,HVMV_Sub,-15.974,9999.000000
# marginal quantity of 15.973974 kW (0.013312 %)
# curve cleared 15.973974 at $0.056163 with marginal_seller type
# supply curve at 2012-04-09 03:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
55,2012-04-09 03:30:00 UTC,   0,Market_1,1200.000,0.053359
# demand curve at 2012-04-09 03:30:00 UTC: 17.026605 total and 17.026605 unresponsive
55,2012-04-09 03:30:00 UTC,   0,HVMV_Sub,-17.027,9999.000000
# marginal quantity of 17.026605 kW (0.014189 %)
# curve cleared 17.026605 at $0.053359 with marginal_seller type
# supply curve at 2012-04-09 04:00:00 UTC: 1200.000000 total and 0.000000 unresponsive
56,2012-04-09 04:00:00 UTC,   0,Market_1,1200.000,0.053359
# demand curve at 2012-04-09 04:00:00 UTC: 13.626167 total and 13.626167 unresponsive
56,2012-04-09 04:00:00 UTC,   0,HVMV_Sub,-13.626,9999.000000
# marginal quantity of 13.626167 kW (0.011355 %)
# curve cleared 13.626167 at $0.053359 with marginal_seller type
# supply curve at 2012-04-09 04:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
57,2012-04-09 04:30:00 UTC,   0,Market_1,1200.000,0.055943
# demand curve at 2012-04-09 04:30:00 UTC: 12.166978 total and 12.166978 unresponsive
57,2012-04-09 04:30:00 UTC,   0,HVMV_Sub,-12.167,9999.000000
# marginal quantity of 12.166978 kW (0.010139 %)
# curve cleared 12.166978 at $0.055943 with marginal_seller type
# supply curve at 2012-04-09 05:00:00 UTC: 1200.000000 total and 0.000000 unresponsive
58,2012-04-09 05:00:00 UTC,   0,Market_1,1200.000,0.055943
# demand curve at 2012-04-09 05:00:00 UTC: 12.902396 total and 12.902396 unresponsive
58,2012-04-09 05:00:00 UTC,   0,HVMV_Sub,-12.902,9999.000000
# marginal quantity of 12.902396 kW (0.010752 %)
# curve cleared 12.902396 at $0.055943 with marginal_seller type
# supply curve at 2012-04-09 05:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
59,2012-04-09 05:30:00 UTC,   0,Market_1,1200.000,0.066625
# demand curve at 2012-04-09 05:30:00 UTC: 12.644825 total and 12.644825 unresponsive
59,2012-04-09 05:30:00 UTC,   0,HVMV_Sub,-12.645,9999.000000
# marginal quantity of 12.644825 kW (0.010537 %)
# curve cleared 12.644825 at $0.066625 with marginal_seller type
# supply curve at 2012-04-09 06:00:00 UTC: 1200.000000 total and 0.000000 unresponsive
60,2012-04-09 06:00:00 UTC,   0,Market_1,1200.000,0.066625
# demand curve at 2012-04-09 06:00:00 UTC: 14.158383 total and 14.158383 unresponsive
60,2012-04-09 06:00:00 UTC,   0,HVMV_Sub,-14.158,9999.000000
# marginal quantity of 14.158383 kW (0.011799 %)
# curve cleared 14.158383 at $0.066625 with marginal_seller type
# supply curve at 2012-04-09 06:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
61,2012-04-09 06:30:00 UTC,   0,Market_1,1200.000,0.071550
# demand curve at 2012-04-09 06:30:00 UTC: 16.365767 total and 16.365767 unresponsive
61,2012-04-09 06:30:00 UTC,   0,HVMV_Sub,-16.366,9999.000000
# marginal quantity of 16.365767 kW (0.013638 %)
# curve cleared 16.365767 at $0.071550 with marginal_seller type
# supply curve at 2012-04-09 07:00:00 UTC: 1200.000000 total and 0.000000 unresponsive
62,2012-04-09 07:00:00 UTC,   0,Market_1,1200.000,0.071550
# demand curve at 2012-04-09 07:00:00 UTC: 15.331370 total and 15.331370 unresponsive
62,2012-04-09 07:00:00 UTC,   0,HVMV_Sub,-15.331,9999.000000
# marginal quantity of 15.331370 kW (0.012776 %)
# curve cleared 15.331370 at $0.071550 with marginal_seller type
# supply curve at 2012-04-09 07:30:00 UTC: 1200.000000 total and 0.000000 unresponsive
63,2012-04-09 07:30:00 UTC,   0,Market_1,1200.000,0.063816
