# Market/log_file.csv
# Mon Nov 16 14:33:49 2020
# Market_1
# market_id,timestamp,bidder_name,bid_price,bid_quantity,bid_state
67,2012-04-09 09:30:00 UTC,Market_1,0.093597,1200.000000,on
68,2012-04-09 10:00:00 UTC,HVMV_Sub,9999.000000,-19.635860,on
68,2012-04-09 10:00:00 UTC,Market_1,0.093597,1200.000000,on
69,2012-04-09 10:30:00 UTC,HVMV_Sub,9999.000000,-22.025718,on
69,2012-04-09 10:30:00 UTC,Market_1,0.206686,1200.000000,on
70,2012-04-09 11:00:00 UTC,HVMV_Sub,9999.000000,-22.660242,on
70,2012-04-09 11:00:00 UTC,Market_1,0.206686,1200.000000,on
71,2012-04-09 11:30:00 UTC,HVMV_Sub,9999.000000,-22.661532,on
71,2012-04-09 11:30:00 UTC,Market_1,0.189668,1200.000000,on
72,2012-04-09 12:00:00 UTC,HVMV_Sub,9999.000000,-27.417867,on
72,2012-04-09 12:00:00 UTC,Market_1,0.189668,1200.000000,on
73,2012-04-09 12:30:00 UTC,HVMV_Sub,9999.000000,-33.243611,on
73,2012-04-09 12:30:00 UTC,Market_1,0.113224,1200.000000,on
74,2012-04-09 13:00:00 UTC,HVMV_Sub,9999.000000,-23.743381,on
74,2012-04-09 13:00:00 UTC,Market_1,0.113224,1200.000000,on
75,2012-04-09 13:30:00 UTC,HVMV_Sub,9999.000000,-26.617654,on
75,2012-04-09 13:30:00 UTC,Market_1,0.132286,1200.000000,on
76,2012-04-09 14:00:00 UTC,HVMV_Sub,9999.000000,-32.155280,on
76,2012-04-09 14:00:00 UTC,Market_1,0.132286,1200.000000,on
77,2012-04-09 14:30:00 UTC,HVMV_Sub,9999.000000,-33.934409,on
77,2012-04-09 14:30:00 UTC,Market_1,0.114641,1200.000000,on
78,2012-04-09 15:00:00 UTC,HVMV_Sub,9999.000000,-26.375526,on
78,2012-04-09 15:00:00 UTC,Market_1,0.114641,1200.000000,on
79,2012-04-09 15:30:00 UTC,HVMV_Sub,9999.000000,-28.411070,on
79,2012-04-09 15:30:00 UTC,Market_1,0.112132,1200.000000,on
80,2012-04-09 16:00:00 UTC,HVMV_Sub,9999.000000,-22.745677,on
80,2012-04-09 16:00:00 UTC,Market_1,0.112132,1200.000000,on
81,2012-04-09 16:30:00 UTC,HVMV_Sub,9999.000000,-24.390291,on
81,2012-04-09 16:30:00 UTC,Market_1,0.139998,1200.000000,on
82,2012-04-09 17:00:00 UTC,HVMV_Sub,9999.000000,-27.482066,on
82,2012-04-09 17:00:00 UTC,Market_1,0.139998,1200.000000,on
83,2012-04-09 17:30:00 UTC,HVMV_Sub,9999.000000,-26.632204,on
83,2012-04-09 17:30:00 UTC,Market_1,0.122701,1200.000000,on
84,2012-04-09 18:00:00 UTC,HVMV_Sub,9999.000000,-31.178822,on
84,2012-04-09 18:00:00 UTC,Market_1,0.122701,1200.000000,on
85,2012-04-09 18:30:00 UTC,HVMV_Sub,9999.000000,-28.385362,on
85,2012-04-09 18:30:00 UTC,Market_1,0.115321,1200.000000,on
86,2012-04-09 19:00:00 UTC,HVMV_Sub,9999.000000,-30.745245,on
86,2012-04-09 19:00:00 UTC,Market_1,0.115321,1200.000000,on
87,2012-04-09 19:30:00 UTC,HVMV_Sub,9999.000000,-28.653478,on
87,2012-04-09 19:30:00 UTC,Market_1,0.109032,1200.000000,on
88,2012-04-09 20:00:00 UTC,HVMV_Sub,9999.000000,-29.732314,on
88,2012-04-09 20:00:00 UTC,Market_1,0.109032,1200.000000,on
89,2012-04-09 20:30:00 UTC,HVMV_Sub,9999.000000,-29.887761,on
89,2012-04-09 20:30:00 UTC,Market_1,0.221414,1200.000000,on
90,2012-04-09 21:00:00 UTC,HVMV_Sub,9999.000000,-33.236751,on
90,2012-04-09 21:00:00 UTC,Market_1,0.221414,1200.000000,on
91,2012-04-09 21:30:00 UTC,HVMV_Sub,9999.000000,-29.612141,on
91,2012-04-09 21:30:00 UTC,Market_1,0.135952,1200.000000,on
92,2012-04-09 22:00:00 UTC,HVMV_Sub,9999.000000,-27.306547,on
92,2012-04-09 22:00:00 UTC,Market_1,0.135952,1200.000000,on
93,2012-04-09 22:30:00 UTC,HVMV_Sub,9999.000000,-22.835293,on
93,2012-04-09 22:30:00 UTC,Market_1,0.091919,1200.000000,on
94,2012-04-09 23:00:00 UTC,HVMV_Sub,9999.000000,-21.275890,on
94,2012-04-09 23:00:00 UTC,Market_1,0.091919,1200.000000,on
95,2012-04-09 23:30:00 UTC,HVMV_Sub,9999.000000,-19.207450,on
95,2012-04-09 23:30:00 UTC,Market_1,0.111772,1200.000000,on
96,2012-04-10 00:00:00 UTC,HVMV_Sub,9999.000000,-19.547308,on
96,2012-04-10 00:00:00 UTC,Market_1,0.111772,1200.000000,on
97,2012-04-10 00:30:00 UTC,HVMV_Sub,9999.000000,-16.980148,on
97,2012-04-10 00:30:00 UTC,Market_1,0.071665,1200.000000,on
98,2012-04-10 01:00:00 UTC,HVMV_Sub,9999.000000,-24.216883,on
98,2012-04-10 01:00:00 UTC,Market_1,0.071665,1200.000000,on
99,2012-04-10 01:30:00 UTC,HVMV_Sub,9999.000000,-22.288749,on
99,2012-04-10 01:30:00 UTC,Market_1,0.077959,1200.000000,on
100,2012-04-10 02:00:00 UTC,HVMV_Sub,9999.000000,-17.357858,on
100,2012-04-10 02:00:00 UTC,Market_1,0.077959,1200.000000,on
101,2012-04-10 02:30:00 UTC,HVMV_Sub,9999.000000,-17.207052,on
101,2012-04-10 02:30:00 UTC,Market_1,0.063573,1200.000000,on
102,2012-04-10 03:00:00 UTC,HVMV_Sub,9999.000000,-15.771620,on
102,2012-04-10 03:00:00 UTC,Market_1,0.063573,1200.000000,on
103,2012-04-10 03:30:00 UTC,HVMV_Sub,9999.000000,-14.976834,on
103,2012-04-10 03:30:00 UTC,Market_1,0.059478,1200.000000,on
104,2012-04-10 04:00:00 UTC,HVMV_Sub,9999.000000,-14.003802,on
104,2012-04-10 04:00:00 UTC,Market_1,0.059478,1200.000000,on
105,2012-04-10 04:30:00 UTC,HVMV_Sub,9999.000000,-12.696356,on
105,2012-04-10 04:30:00 UTC,Market_1,0.060006,1200.000000,on
106,2012-04-10 05:00:00 UTC,HVMV_Sub,9999.000000,-12.506226,on
106,2012-04-10 05:00:00 UTC,Market_1,0.060006,1200.000000,on
107,2012-04-10 05:30:00 UTC,HVMV_Sub,9999.000000,-13.009825,on
107,2012-04-10 05:30:00 UTC,Market_1,0.065496,1200.000000,on
108,2012-04-10 06:00:00 UTC,HVMV_Sub,9999.000000,-16.809538,on
108,2012-04-10 06:00:00 UTC,Market_1,0.065496,1200.000000,on
109,2012-04-10 06:30:00 UTC,HVMV_Sub,9999.000000,-17.899278,on
109,2012-04-10 06:30:00 UTC,Market_1,0.076106,1200.000000,on
110,2012-04-10 07:00:00 UTC,HVMV_Sub,9999.000000,-18.262133,on
110,2012-04-10 07:00:00 UTC,Market_1,0.076106,1200.000000,on
111,2012-04-10 07:30:00 UTC,HVMV_Sub,9999.000000,-19.871751,on
111,2012-04-10 07:30:00 UTC,Market_1,0.081747,1200.000000,on
112,2012-04-10 08:00:00 UTC,HVMV_Sub,9999.000000,-20.545514,on
112,2012-04-10 08:00:00 UTC,Market_1,0.081747,1200.000000,on
113,2012-04-10 08:30:00 UTC,HVMV_Sub,9999.000000,-19.558598,on
113,2012-04-10 08:30:00 UTC,Market_1,0.079081,1200.000000,on
114,2012-04-10 09:00:00 UTC,HVMV_Sub,9999.000000,-20.683808,on
114,2012-04-10 09:00:00 UTC,Market_1,0.079081,1200.000000,on
115,2012-04-10 09:30:00 UTC,HVMV_Sub,9999.000000,-19.311774,on
115,2012-04-10 09:30:00 UTC,Market_1,0.077027,1200.000000,on
116,2012-04-10 10:00:00 UTC,HVMV_Sub,9999.000000,-22.151509,on
116,2012-04-10 10:00:00 UTC,Market_1,0.077027,1200.000000,on
117,2012-04-10 10:30:00 UTC,HVMV_Sub,9999.000000,-17.523479,on
117,2012-04-10 10:30:00 UTC,Market_1,0.099780,1200.000000,on
118,2012-04-10 11:00:00 UTC,HVMV_Sub,9999.000000,-18.000113,on
118,2012-04-10 11:00:00 UTC,Market_1,0.099780,1200.000000,on
119,2012-04-10 11:30:00 UTC,HVMV_Sub,9999.000000,-18.801433,on
119,2012-04-10 11:30:00 UTC,Market_1,0.104562,1200.000000,on
120,2012-04-10 12:00:00 UTC,HVMV_Sub,9999.000000,-21.562578,on
120,2012-04-10 12:00:00 UTC,Market_1,0.104562,1200.000000,on
121,2012-04-10 12:30:00 UTC,HVMV_Sub,9999.000000,-20.474712,on
121,2012-04-10 12:30:00 UTC,Market_1,0.110625,1200.000000,on
122,2012-04-10 13:00:00 UTC,HVMV_Sub,9999.000000,-21.684909,on
122,2012-04-10 13:00:00 UTC,Market_1,0.110625,1200.000000,on
123,2012-04-10 13:30:00 UTC,HVMV_Sub,9999.000000,-23.158200,on
123,2012-04-10 13:30:00 UTC,Market_1,0.130791,1200.000000,on
124,2012-04-10 14:00:00 UTC,HVMV_Sub,9999.000000,-18.270411,on
124,2012-04-10 14:00:00 UTC,Market_1,0.130791,1200.000000,on
125,2012-04-10 14:30:00 UTC,HVMV_Sub,9999.000000,-21.857500,on
125,2012-04-10 14:30:00 UTC,Market_1,0.137537,1200.000000,on
126,2012-04-10 15:00:00 UTC,HVMV_Sub,9999.000000,-19.780467,on
126,2012-04-10 15:00:00 UTC,Market_1,0.137537,1200.000000,on
127,2012-04-10 15:30:00 UTC,HVMV_Sub,9999.000000,-23.786374,on
127,2012-04-10 15:30:00 UTC,Market_1,0.137731,1200.000000,on
128,2012-04-10 16:00:00 UTC,HVMV_Sub,9999.000000,-24.096541,on
128,2012-04-10 16:00:00 UTC,Market_1,0.137731,1200.000000,on
129,2012-04-10 16:30:00 UTC,HVMV_Sub,9999.000000,-24.653010,on
129,2012-04-10 16:30:00 UTC,Market_1,0.150004,1200.000000,on
130,2012-04-10 17:00:00 UTC,HVMV_Sub,9999.000000,-22.741921,on
130,2012-04-10 17:00:00 UTC,Market_1,0.150004,1200.000000,on
131,2012-04-10 17:30:00 UTC,HVMV_Sub,9999.000000,-23.994429,on
131,2012-04-10 17:30:00 UTC,Market_1,0.159394,1200.000000,on
132,2012-04-10 18:00:00 UTC,HVMV_Sub,9999.000000,-23.668952,on
132,2012-04-10 18:00:00 UTC,Market_1,0.159394,1200.000000,on
133,2012-04-10 18:30:00 UTC,HVMV_Sub,9999.000000,-27.245846,on
133,2012-04-10 18:30:00 UTC,Market_1,0.152365,1200.000000,on
134,2012-04-10 19:00:00 UTC,HVMV_Sub,9999.000000,-25.711085,on
134,2012-04-10 19:00:00 UTC,Market_1,0.152365,1200.000000,on
135,2012-04-10 19:30:00 UTC,HVMV_Sub,9999.000000,-26.144355,on
135,2012-04-10 19:30:00 UTC,Market_1,0.152218,1200.000000,on
136,2012-04-10 20:00:00 UTC,HVMV_Sub,9999.000000,-29.162060,on
136,2012-04-10 20:00:00 UTC,Market_1,0.152218,1200.000000,on
137,2012-04-10 20:30:00 UTC,HVMV_Sub,9999.000000,-29.189123,on
137,2012-04-10 20:30:00 UTC,Market_1,0.218012,1200.000000,on
138,2012-04-10 21:00:00 UTC,HVMV_Sub,9999.000000,-26.695808,on
138,2012-04-10 21:00:00 UTC,Market_1,0.218012,1200.000000,on
139,2012-04-10 21:30:00 UTC,HVMV_Sub,9999.000000,-24.754891,on
139,2012-04-10 21:30:00 UTC,Market_1,0.214524,1200.000000,on
140,2012-04-10 22:00:00 UTC,HVMV_Sub,9999.000000,-28.708185,on
140,2012-04-10 22:00:00 UTC,Market_1,0.214524,1200.000000,on
141,2012-04-10 22:30:00 UTC,HVMV_Sub,9999.000000,-24.817273,on
141,2012-04-10 22:30:00 UTC,Market_1,0.101954,1200.000000,on
142,2012-04-10 23:00:00 UTC,HVMV_Sub,9999.000000,-19.739603,on
142,2012-04-10 23:00:00 UTC,Market_1,0.101954,1200.000000,on
143,2012-04-10 23:30:00 UTC,HVMV_Sub,9999.000000,-16.164845,on
143,2012-04-10 23:30:00 UTC,Market_1,0.086479,1200.000000,on
144,2012-04-11 00:00:00 UTC,HVMV_Sub,9999.000000,-18.905608,on
144,2012-04-11 00:00:00 UTC,Market_1,0.086479,1200.000000,on
145,2012-04-11 00:30:00 UTC,HVMV_Sub,9999.000000,-18.129530,on
145,2012-04-11 00:30:00 UTC,Market_1,0.091828,1200.000000,on
146,2012-04-11 01:00:00 UTC,HVMV_Sub,9999.000000,-24.740009,on
146,2012-04-11 01:00:00 UTC,Market_1,0.091828,1200.000000,on
147,2012-04-11 01:30:00 UTC,HVMV_Sub,9999.000000,-19.495545,on
147,2012-04-11 01:30:00 UTC,Market_1,0.105886,1200.000000,on
148,2012-04-11 02:00:00 UTC,HVMV_Sub,9999.000000,-19.116494,on
148,2012-04-11 02:00:00 UTC,Market_1,0.105886,1200.000000,on
149,2012-04-11 02:30:00 UTC,HVMV_Sub,9999.000000,-16.444465,on
149,2012-04-11 02:30:00 UTC,Market_1,0.078810,1200.000000,on
150,2012-04-11 03:00:00 UTC,HVMV_Sub,9999.000000,-14.758450,on
150,2012-04-11 03:00:00 UTC,Market_1,0.078810,1200.000000,on
151,2012-04-11 03:30:00 UTC,HVMV_Sub,9999.000000,-15.319486,on
151,2012-04-11 03:30:00 UTC,Market_1,0.077529,1200.000000,on
152,2012-04-11 04:00:00 UTC,HVMV_Sub,9999.000000,-14.236605,on
152,2012-04-11 04:00:00 UTC,Market_1,0.077529,1200.000000,on
153,2012-04-11 04:30:00 UTC,HVMV_Sub,9999.000000,-12.857211,on
153,2012-04-11 04:30:00 UTC,Market_1,0.073251,1200.000000,on
154,2012-04-11 05:00:00 UTC,HVMV_Sub,9999.000000,-12.509758,on
154,2012-04-11 05:00:00 UTC,Market_1,0.073251,1200.000000,on
155,2012-04-11 05:30:00 UTC,HVMV_Sub,9999.000000,-13.875831,on
155,2012-04-11 05:30:00 UTC,Market_1,0.081087,1200.000000,on
156,2012-04-11 06:00:00 UTC,HVMV_Sub,9999.000000,-14.364564,on
156,2012-04-11 06:00:00 UTC,Market_1,0.081087,1200.000000,on
157,2012-04-11 06:30:00 UTC,HVMV_Sub,9999.000000,-16.714208,on
157,2012-04-11 06:30:00 UTC,Market_1,0.094048,1200.000000,on
158,2012-04-11 07:00:00 UTC,HVMV_Sub,9999.000000,-24.230590,on
158,2012-04-11 07:00:00 UTC,Market_1,0.094048,1200.000000,on
159,2012-04-11 07:30:00 UTC,HVMV_Sub,9999.000000,-20.444875,on
159,2012-04-11 07:30:00 UTC,Market_1,0.088259,1200.000000,on
160,2012-04-11 08:00:00 UTC,HVMV_Sub,9999.000000,-17.847127,on
160,2012-04-11 08:00:00 UTC,Market_1,0.088259,1200.000000,on
161,2012-04-11 08:30:00 UTC,HVMV_Sub,9999.000000,-19.239445,on
161,2012-04-11 08:30:00 UTC,Market_1,0.092074,1200.000000,on
162,2012-04-11 09:00:00 UTC,HVMV_Sub,9999.000000,-19.185115,on
162,2012-04-11 09:00:00 UTC,Market_1,0.092074,1200.000000,on
163,2012-04-11 09:30:00 UTC,HVMV_Sub,9999.000000,-17.280355,on
163,2012-04-11 09:30:00 UTC,Market_1,0.085972,1200.000000,on
164,2012-04-11 10:00:00 UTC,HVMV_Sub,9999.000000,-18.036432,on
164,2012-04-11 10:00:00 UTC,Market_1,0.085972,1200.000000,on
165,2012-04-11 10:30:00 UTC,HVMV_Sub,9999.000000,-18.847326,on
165,2012-04-11 10:30:00 UTC,Market_1,0.113716,1200.000000,on
166,2012-04-11 11:00:00 UTC,HVMV_Sub,9999.000000,-20.859220,on
166,2012-04-11 11:00:00 UTC,Market_1,0.113716,1200.000000,on
167,2012-04-11 11:30:00 UTC,HVMV_Sub,9999.000000,-17.800149,on
167,2012-04-11 11:30:00 UTC,Market_1,0.106493,1200.000000,on
168,2012-04-11 12:00:00 UTC,HVMV_Sub,9999.000000,-20.150039,on
168,2012-04-11 12:00:00 UTC,Market_1,0.106493,1200.000000,on
169,2012-04-11 12:30:00 UTC,HVMV_Sub,9999.000000,-19.582891,on
169,2012-04-11 12:30:00 UTC,Market_1,0.188556,1200.000000,on
170,2012-04-11 13:00:00 UTC,HVMV_Sub,9999.000000,-21.562052,on
170,2012-04-11 13:00:00 UTC,Market_1,0.188556,1200.000000,on
171,2012-04-11 13:30:00 UTC,HVMV_Sub,9999.000000,-21.077552,on
171,2012-04-11 13:30:00 UTC,Market_1,0.235026,1200.000000,on
172,2012-04-11 14:00:00 UTC,HVMV_Sub,9999.000000,-22.360287,on
172,2012-04-11 14:00:00 UTC,Market_1,0.235026,1200.000000,on
173,2012-04-11 14:30:00 UTC,HVMV_Sub,9999.000000,-21.937017,on
173,2012-04-11 14:30:00 UTC,Market_1,0.123131,1200.000000,on
174,2012-04-11 15:00:00 UTC,HVMV_Sub,9999.000000,-23.856267,on
174,2012-04-11 15:00:00 UTC,Market_1,0.123131,1200.000000,on
175,2012-04-11 15:30:00 UTC,HVMV_Sub,9999.000000,-23.641879,on
175,2012-04-11 15:30:00 UTC,Market_1,0.143423,1200.000000,on
