# Market/log_file.csv
# Mon Nov 16 14:33:49 2020
# Market_1
# market_id,timestamp,bidder_name,bid_price,bid_quantity,bid_state
1,2012-04-08 00:30:00 UTC,HVMV_Sub,9999.000000,-16.699540,on
1,2012-04-08 00:30:00 UTC,Market_1,0.065140,1200.000000,on
2,2012-04-08 01:00:00 UTC,HVMV_Sub,9999.000000,-23.257660,on
2,2012-04-08 01:00:00 UTC,Market_1,0.065140,1200.000000,on
3,2012-04-08 01:30:00 UTC,HVMV_Sub,9999.000000,-19.569003,on
3,2012-04-08 01:30:00 UTC,Market_1,0.063280,1200.000000,on
4,2012-04-08 02:00:00 UTC,HVMV_Sub,9999.000000,-20.667208,on
4,2012-04-08 02:00:00 UTC,Market_1,0.063280,1200.000000,on
5,2012-04-08 02:30:00 UTC,HVMV_Sub,9999.000000,-19.210054,on
5,2012-04-08 02:30:00 UTC,Market_1,0.047927,1200.000000,on
6,2012-04-08 03:00:00 UTC,HVMV_Sub,9999.000000,-17.736320,on
6,2012-04-08 03:00:00 UTC,Market_1,0.047927,1200.000000,on
7,2012-04-08 03:30:00 UTC,HVMV_Sub,9999.000000,-17.470047,on
7,2012-04-08 03:30:00 UTC,Market_1,0.054981,1200.000000,on
8,2012-04-08 04:00:00 UTC,HVMV_Sub,9999.000000,-12.052082,on
8,2012-04-08 04:00:00 UTC,Market_1,0.054981,1200.000000,on
9,2012-04-08 04:30:00 UTC,HVMV_Sub,9999.000000,-11.978109,on
9,2012-04-08 04:30:00 UTC,Market_1,0.054145,1200.000000,on
10,2012-04-08 05:00:00 UTC,HVMV_Sub,9999.000000,-11.444737,on
10,2012-04-08 05:00:00 UTC,Market_1,0.054145,1200.000000,on
11,2012-04-08 05:30:00 UTC,HVMV_Sub,9999.000000,-12.453109,on
11,2012-04-08 05:30:00 UTC,Market_1,0.052692,1200.000000,on
12,2012-04-08 06:00:00 UTC,HVMV_Sub,9999.000000,-12.234554,on
12,2012-04-08 06:00:00 UTC,Market_1,0.052692,1200.000000,on
13,2012-04-08 06:30:00 UTC,HVMV_Sub,9999.000000,-13.874926,on
13,2012-04-08 06:30:00 UTC,Market_1,0.025676,1200.000000,on
14,2012-04-08 07:00:00 UTC,HVMV_Sub,9999.000000,-13.997771,on
14,2012-04-08 07:00:00 UTC,Market_1,0.025676,1200.000000,on
15,2012-04-08 07:30:00 UTC,HVMV_Sub,9999.000000,-15.200028,on
15,2012-04-08 07:30:00 UTC,Market_1,0.048757,1200.000000,on
16,2012-04-08 08:00:00 UTC,HVMV_Sub,9999.000000,-13.336886,on
16,2012-04-08 08:00:00 UTC,Market_1,0.048757,1200.000000,on
17,2012-04-08 08:30:00 UTC,HVMV_Sub,9999.000000,-16.942567,on
17,2012-04-08 08:30:00 UTC,Market_1,0.060732,1200.000000,on
18,2012-04-08 09:00:00 UTC,HVMV_Sub,9999.000000,-17.624879,on
18,2012-04-08 09:00:00 UTC,Market_1,0.060732,1200.000000,on
19,2012-04-08 09:30:00 UTC,HVMV_Sub,9999.000000,-22.043540,on
19,2012-04-08 09:30:00 UTC,Market_1,0.067444,1200.000000,on
20,2012-04-08 10:00:00 UTC,HVMV_Sub,9999.000000,-22.653494,on
20,2012-04-08 10:00:00 UTC,Market_1,0.067444,1200.000000,on
21,2012-04-08 10:30:00 UTC,HVMV_Sub,9999.000000,-25.837044,on
21,2012-04-08 10:30:00 UTC,Market_1,0.077139,1200.000000,on
22,2012-04-08 11:00:00 UTC,HVMV_Sub,9999.000000,-24.179182,on
22,2012-04-08 11:00:00 UTC,Market_1,0.077139,1200.000000,on
23,2012-04-08 11:30:00 UTC,HVMV_Sub,9999.000000,-22.269981,on
23,2012-04-08 11:30:00 UTC,Market_1,0.115129,1200.000000,on
24,2012-04-08 12:00:00 UTC,HVMV_Sub,9999.000000,-27.835941,on
24,2012-04-08 12:00:00 UTC,Market_1,0.115129,1200.000000,on
25,2012-04-08 12:30:00 UTC,HVMV_Sub,9999.000000,-30.461843,on
25,2012-04-08 12:30:00 UTC,Market_1,0.314472,1200.000000,on
26,2012-04-08 13:00:00 UTC,HVMV_Sub,9999.000000,-26.393466,on
26,2012-04-08 13:00:00 UTC,Market_1,0.314472,1200.000000,on
27,2012-04-08 13:30:00 UTC,HVMV_Sub,9999.000000,-27.996202,on
27,2012-04-08 13:30:00 UTC,Market_1,0.103281,1200.000000,on
28,2012-04-08 14:00:00 UTC,HVMV_Sub,9999.000000,-23.856428,on
28,2012-04-08 14:00:00 UTC,Market_1,0.103281,1200.000000,on
29,2012-04-08 14:30:00 UTC,HVMV_Sub,9999.000000,-22.582294,on
29,2012-04-08 14:30:00 UTC,Market_1,0.107517,1200.000000,on
30,2012-04-08 15:00:00 UTC,HVMV_Sub,9999.000000,-25.774282,on
30,2012-04-08 15:00:00 UTC,Market_1,0.107517,1200.000000,on
31,2012-04-08 15:30:00 UTC,HVMV_Sub,9999.000000,-27.044892,on
31,2012-04-08 15:30:00 UTC,Market_1,0.090978,1200.000000,on
32,2012-04-08 16:00:00 UTC,HVMV_Sub,9999.000000,-25.294264,on
32,2012-04-08 16:00:00 UTC,Market_1,0.090978,1200.000000,on
33,2012-04-08 16:30:00 UTC,HVMV_Sub,9999.000000,-28.592486,on
33,2012-04-08 16:30:00 UTC,Market_1,0.099465,1200.000000,on
34,2012-04-08 17:00:00 UTC,HVMV_Sub,9999.000000,-29.566169,on
34,2012-04-08 17:00:00 UTC,Market_1,0.099465,1200.000000,on
35,2012-04-08 17:30:00 UTC,HVMV_Sub,9999.000000,-28.060447,on
35,2012-04-08 17:30:00 UTC,Market_1,0.163446,1200.000000,on
36,2012-04-08 18:00:00 UTC,HVMV_Sub,9999.000000,-29.537675,on
36,2012-04-08 18:00:00 UTC,Market_1,0.163446,1200.000000,on
37,2012-04-08 18:30:00 UTC,HVMV_Sub,9999.000000,-27.365370,on
37,2012-04-08 18:30:00 UTC,Market_1,0.188780,1200.000000,on
38,2012-04-08 19:00:00 UTC,HVMV_Sub,9999.000000,-26.586836,on
38,2012-04-08 19:00:00 UTC,Market_1,0.188780,1200.000000,on
39,2012-04-08 19:30:00 UTC,HVMV_Sub,9999.000000,-30.222979,on
39,2012-04-08 19:30:00 UTC,Market_1,0.122554,1200.000000,on
40,2012-04-08 20:00:00 UTC,HVMV_Sub,9999.000000,-30.686562,on
40,2012-04-08 20:00:00 UTC,Market_1,0.122554,1200.000000,on
41,2012-04-08 20:30:00 UTC,HVMV_Sub,9999.000000,-29.699666,on
41,2012-04-08 20:30:00 UTC,Market_1,0.281735,1200.000000,on
42,2012-04-08 21:00:00 UTC,HVMV_Sub,9999.000000,-28.534676,on
42,2012-04-08 21:00:00 UTC,Market_1,0.281735,1200.000000,on
43,2012-04-08 21:30:00 UTC,HVMV_Sub,9999.000000,-28.258364,on
43,2012-04-08 21:30:00 UTC,Market_1,0.240559,1200.000000,on
44,2012-04-08 22:00:00 UTC,HVMV_Sub,9999.000000,-23.960673,on
44,2012-04-08 22:00:00 UTC,Market_1,0.240559,1200.000000,on
45,2012-04-08 22:30:00 UTC,HVMV_Sub,9999.000000,-25.375054,on
45,2012-04-08 22:30:00 UTC,Market_1,0.082834,1200.000000,on
46,2012-04-08 23:00:00 UTC,HVMV_Sub,9999.000000,-22.620375,on
46,2012-04-08 23:00:00 UTC,Market_1,0.082834,1200.000000,on
47,2012-04-08 23:30:00 UTC,HVMV_Sub,9999.000000,-20.218275,on
47,2012-04-08 23:30:00 UTC,Market_1,0.081006,1200.000000,on
48,2012-04-09 00:00:00 UTC,HVMV_Sub,9999.000000,-19.918260,on
48,2012-04-09 00:00:00 UTC,Market_1,0.081006,1200.000000,on
49,2012-04-09 00:30:00 UTC,HVMV_Sub,9999.000000,-19.621175,on
49,2012-04-09 00:30:00 UTC,Market_1,0.062341,1200.000000,on
50,2012-04-09 01:00:00 UTC,HVMV_Sub,9999.000000,-26.085482,on
50,2012-04-09 01:00:00 UTC,Market_1,0.062341,1200.000000,on
51,2012-04-09 01:30:00 UTC,HVMV_Sub,9999.000000,-22.230567,on
51,2012-04-09 01:30:00 UTC,Market_1,0.058395,1200.000000,on
52,2012-04-09 02:00:00 UTC,HVMV_Sub,9999.000000,-17.606000,on
52,2012-04-09 02:00:00 UTC,Market_1,0.058395,1200.000000,on
53,2012-04-09 02:30:00 UTC,HVMV_Sub,9999.000000,-17.741032,on
53,2012-04-09 02:30:00 UTC,Market_1,0.056163,1200.000000,on
54,2012-04-09 03:00:00 UTC,HVMV_Sub,9999.000000,-15.973974,on
54,2012-04-09 03:00:00 UTC,Market_1,0.056163,1200.000000,on
55,2012-04-09 03:30:00 UTC,HVMV_Sub,9999.000000,-17.026605,on
55,2012-04-09 03:30:00 UTC,Market_1,0.053359,1200.000000,on
56,2012-04-09 04:00:00 UTC,HVMV_Sub,9999.000000,-13.626167,on
56,2012-04-09 04:00:00 UTC,Market_1,0.053359,1200.000000,on
57,2012-04-09 04:30:00 UTC,HVMV_Sub,9999.000000,-12.166978,on
57,2012-04-09 04:30:00 UTC,Market_1,0.055943,1200.000000,on
58,2012-04-09 05:00:00 UTC,HVMV_Sub,9999.000000,-12.902396,on
58,2012-04-09 05:00:00 UTC,Market_1,0.055943,1200.000000,on
59,2012-04-09 05:30:00 UTC,HVMV_Sub,9999.000000,-12.644825,on
59,2012-04-09 05:30:00 UTC,Market_1,0.066625,1200.000000,on
60,2012-04-09 06:00:00 UTC,HVMV_Sub,9999.000000,-14.158383,on
60,2012-04-09 06:00:00 UTC,Market_1,0.066625,1200.000000,on
61,2012-04-09 06:30:00 UTC,HVMV_Sub,9999.000000,-16.365767,on
61,2012-04-09 06:30:00 UTC,Market_1,0.071550,1200.000000,on
62,2012-04-09 07:00:00 UTC,HVMV_Sub,9999.000000,-15.331370,on
62,2012-04-09 07:00:00 UTC,Market_1,0.071550,1200.000000,on
63,2012-04-09 07:30:00 UTC,HVMV_Sub,9999.000000,-16.422017,on
63,2012-04-09 07:30:00 UTC,Market_1,0.063816,1200.000000,on
64,2012-04-09 08:00:00 UTC,HVMV_Sub,9999.000000,-15.951822,on
64,2012-04-09 08:00:00 UTC,Market_1,0.063816,1200.000000,on
65,2012-04-09 08:30:00 UTC,HVMV_Sub,9999.000000,-17.033735,on
65,2012-04-09 08:30:00 UTC,Market_1,0.081473,1200.000000,on
66,2012-04-09 09:00:00 UTC,HVMV_Sub,9999.000000,-17.981146,on
66,2012-04-09 09:00:00 UTC,Market_1,0.081473,1200.000000,on
67,2012-04-09 09:30:00 UTC,HVMV_Sub,9999.000000,-17.511799,on
