# file...... strom/strom_688.csv
# date...... Tue Sep  8 16:22:17 2020
# user...... gregor
# host...... (null)
# target.... triplex_meter 1216
# trigger... (none)
# interval.. 1800
# limit..... 0
# timestamp,measured_real_energy,measured_power,measured_real_power,measured_demand,monthly_bill,price
2012-04-08 00:00:00 UTC,+0,+2.4+5.30092e-15d,+2.4,+2.4,+0,+0
2012-04-08 00:30:00 UTC,+1.2,+6.2-8.20788e-15d,+6.2,+6.2,+0,+0
2012-04-08 01:00:00 UTC,+4.3,+1.8+3.53395e-15d,+1.8,+6.2,+0,+0
2012-04-08 01:30:00 UTC,+5.2,+1.7+7.48366e-15d,+1.7,+6.2,+0,+0
2012-04-08 02:00:00 UTC,+6.05,+6.6-7.71044e-15d,+6.6,+6.6,+0,+0
2012-04-08 02:30:00 UTC,+9.35,+2-9.54166e-15d,+2,+6.6,+0,+0
2012-04-08 03:00:00 UTC,+10.35,+1.8-1.76697e-14d,+1.8,+6.6,+0,+0
2012-04-08 03:30:00 UTC,+11.25,+6.1-8.34244e-15d,+6.1,+6.6,+0,+0
2012-04-08 04:00:00 UTC,+14.3,+2.7-9.42387e-15d,+2.7,+6.6,+0,+0
2012-04-08 04:30:00 UTC,+15.65,+1.7-1.87091e-14d,+1.7,+6.6,+0,+0
2012-04-08 05:00:00 UTC,+16.5,+5.4-4.71193e-15d,+5.4,+6.6,+0,+0
2012-04-08 05:30:00 UTC,+19.2,+3.6+7.0679e-15d,+3.6,+6.6,+0,+0
2012-04-08 06:00:00 UTC,+21,+1.6-1.59028e-14d,+1.6,+6.6,+0,+0
2012-04-08 06:30:00 UTC,+21.8,+4.2+3.0291e-15d,+4.2,+6.6,+0,+0
2012-04-08 07:00:00 UTC,+23.9,+4.6-1.65942e-14d,+4.6,+6.6,+0,+0
2012-04-08 07:30:00 UTC,+26.2,+1.6-3.97569e-15d,+1.6,+6.6,+0,+0
2012-04-08 08:00:00 UTC,+27,+3.4-7.48366e-15d,+3.4,+6.6,+0,+0
2012-04-08 08:30:00 UTC,+28.7,+5.4-9.42387e-15d,+5.4,+6.6,+0,+0
2012-04-08 09:00:00 UTC,+31.4,+1.6-1.19271e-14d,+1.6,+6.6,+0,+0
2012-04-08 09:30:00 UTC,+32.2,+2.6-9.78632e-15d,+2.6,+6.6,+0,+0
2012-04-08 10:00:00 UTC,+33.5,+6.3+0d,+6.3,+6.6,+0,+0
2012-04-08 10:30:00 UTC,+36.65,+1.6-1.19271e-14d,+1.6,+6.6,+0,+0
2012-04-08 11:00:00 UTC,+37.45,+1.6-1.59028e-14d,+1.6,+6.6,+0,+0
2012-04-08 11:30:00 UTC,+38.25,+6.7-2.27861e-14d,+6.7,+6.7,+0,+0
2012-04-08 12:00:00 UTC,+41.6,+2.5+1.01778e-14d,+2.5,+6.7,+0,+0
2012-04-08 12:30:00 UTC,+42.85,+1.6+0d,+1.6,+6.7,+0,+0
2012-04-08 13:00:00 UTC,+43.65,+5.3+0d,+5.3,+6.7,+0,+0
2012-04-08 13:30:00 UTC,+46.3,+3.5-1.09048e-14d,+3.5,+6.7,+0,+0
2012-04-08 14:00:00 UTC,+48.05,+1.7+0d,+1.7,+6.7,+0,+0
2012-04-08 14:30:00 UTC,+48.9,+4.5-8.48148e-15d,+4.5,+6.7,+0,+0
2012-04-08 15:00:00 UTC,+51.15,+4.2-9.0873e-15d,+4.2,+6.7,+0,+0
2012-04-08 15:30:00 UTC,+53.25,+1.8+3.53395e-15d,+1.8,+6.7,+0,+0
2012-04-08 16:00:00 UTC,+54.15,+3.7-3.43844e-15d,+3.7,+6.7,+0,+0
2012-04-08 16:30:00 UTC,+56,+4.8+5.30092e-15d,+4.8,+6.7,+0,+0
2012-04-08 17:00:00 UTC,+58.4,+1.6-3.97569e-15d,+1.6,+6.7,+0,+0
2012-04-08 17:30:00 UTC,+59.2,+3.4-7.48366e-15d,+3.4,+6.7,+0,+0
2012-04-08 18:00:00 UTC,+60.9,+5.6+4.54365e-15d,+5.6,+6.7,+0,+0
2012-04-08 18:30:00 UTC,+63.7,+1.6-7.95139e-15d,+1.6,+6.7,+0,+0
2012-04-08 19:00:00 UTC,+64.5,+2.2-8.67424e-15d,+2.2,+6.7,+0,+0
2012-04-08 19:30:00 UTC,+65.6,+6.6-1.15657e-14d,+6.6,+6.7,+0,+0
2012-04-08 20:00:00 UTC,+68.9,+1.7+7.48366e-15d,+1.7,+6.7,+0,+0
2012-04-08 20:30:00 UTC,+69.75,+1.7+0d,+1.7,+6.7,+0,+0
2012-04-08 21:00:00 UTC,+70.6,+6.4-1.19271e-14d,+6.4,+6.7,+0,+0
2012-04-08 21:30:00 UTC,+73.8,+2.4-1.06018e-14d,+2.4,+6.7,+0,+0
2012-04-08 22:00:00 UTC,+75,+1.6-1.19271e-14d,+1.6,+6.7,+0,+0
2012-04-08 22:30:00 UTC,+75.8,+5.6-2.27182e-14d,+5.6,+6.7,+0,+0
