# file...... strom/strom_898.csv
# date...... Tue Sep  8 16:22:17 2020
# user...... gregor
# host...... (null)
# target.... triplex_meter 1328
# trigger... (none)
# interval.. 1800
# limit..... 0
# timestamp,measured_real_energy,measured_power,measured_real_power,measured_demand,monthly_bill,price
2012-04-08 00:00:00 UTC,+0,+15.3+3.32607e-15d,+15.3,+15.3,+0,+0
2012-04-08 00:30:00 UTC,+7.65,+4.3-5.91731e-15d,+4.3,+15.3,+0,+0
2012-04-08 01:00:00 UTC,+9.8,+4.3+8.87597e-15d,+4.3,+15.3,+0,+0
2012-04-08 01:30:00 UTC,+11.95,+3.3+3.85522e-15d,+3.3,+15.3,+0,+0
2012-04-08 02:00:00 UTC,+13.6,+4.5+5.65432e-15d,+4.5,+15.3,+0,+0
2012-04-08 02:30:00 UTC,+15.85,+4.1+9.30894e-15d,+4.1,+15.3,+0,+0
2012-04-08 03:00:00 UTC,+17.9,+5+0d,+5,+15.3,+0,+0
2012-04-08 03:30:00 UTC,+20.4,+4.5-2.82716e-15d,+4.5,+15.3,+0,+0
2012-04-08 04:00:00 UTC,+22.65,+4.3+0d,+4.3,+15.3,+0,+0
2012-04-08 04:30:00 UTC,+24.8,+3+0d,+3,+15.3,+0,+0
2012-04-08 05:00:00 UTC,+26.3,+4.3-2.95866e-15d,+4.3,+15.3,+0,+0
2012-04-08 05:30:00 UTC,+28.45,+4.6+0d,+4.6,+15.3,+0,+0
2012-04-08 06:00:00 UTC,+30.75,+9.8+0d,+9.8,+15.3,+0,+0
2012-04-08 06:30:00 UTC,+35.65,+6.1-4.17122e-15d,+6.1,+15.3,+0,+0
2012-04-08 07:00:00 UTC,+38.7,+4.1-6.20596e-15d,+4.1,+15.3,+0,+0
2012-04-08 07:30:00 UTC,+40.75,+4.2-3.0291e-15d,+4.2,+15.3,+0,+0
2012-04-08 08:00:00 UTC,+42.85,+3.2+0d,+3.2,+15.3,+0,+0
2012-04-08 08:30:00 UTC,+44.45,+3.8-3.34795e-15d,+3.8,+15.3,+0,+0
2012-04-08 09:00:00 UTC,+46.35,+4.2+0d,+4.2,+15.3,+0,+0
2012-04-08 09:30:00 UTC,+48.45,+17.8-5.71785e-15d,+17.8,+17.8,+0,+0
2012-04-08 10:00:00 UTC,+57.35,+9-2.82716e-15d,+9,+17.8,+0,+0
2012-04-08 10:30:00 UTC,+61.85,+29.8+3.41536e-15d,+29.8,+29.8,+0,+0
2012-04-08 11:00:00 UTC,+76.75,+35.8+0d,+35.8,+35.8,+0,+0
2012-04-08 11:30:00 UTC,+94.65,+10+0d,+10,+35.8,+0,+0
2012-04-08 12:00:00 UTC,+99.65,+27.8+0d,+27.8,+35.8,+0,+0
2012-04-08 12:30:00 UTC,+113.55,+9.4+5.41371e-15d,+9.4,+35.8,+0,+0
2012-04-08 13:00:00 UTC,+118.25,+9.1+5.59218e-15d,+9.1,+35.8,+0,+0
2012-04-08 13:30:00 UTC,+122.8,+8.8+5.78283e-15d,+8.8,+35.8,+0,+0
2012-04-08 14:00:00 UTC,+127.2,+14.9-3.41536e-15d,+14.9,+35.8,+0,+0
2012-04-08 14:30:00 UTC,+134.65,+19+0d,+19,+35.8,+0,+0
2012-04-08 15:00:00 UTC,+144.15,+88.3-4.61054e-15d,+88.3,+88.3,+0,+0
2012-04-08 15:30:00 UTC,+188.3,+60.2-3.38132e-15d,+60.2,+88.3,+0,+0
2012-04-08 16:00:00 UTC,+218.4,+33.4+9.14171e-15d,+33.4,+88.3,+0,+0
2012-04-08 16:30:00 UTC,+235.1,+99.2-8.20788e-15d,+99.2,+99.2,+0,+0
2012-04-08 17:00:00 UTC,+284.7,+32.6+9.36605e-15d,+32.6,+99.2,+0,+0
2012-04-08 17:30:00 UTC,+301,+38.3+5.31477e-15d,+38.3,+99.2,+0,+0
2012-04-08 18:00:00 UTC,+320.15,+28.4-3.58372e-15d,+28.4,+99.2,+0,+0
2012-04-08 18:30:00 UTC,+334.35,+27.8+0d,+27.8,+99.2,+0,+0
2012-04-08 19:00:00 UTC,+348.25,+73.5-1.10779e-14d,+73.5,+99.2,+0,+0
2012-04-08 19:30:00 UTC,+385,+56+0d,+56,+99.2,+0,+0
2012-04-08 20:00:00 UTC,+413,+47.5-8.57076e-15d,+47.5,+99.2,+0,+0
2012-04-08 20:30:00 UTC,+436.75,+64.1+3.17559e-15d,+64.1,+99.2,+0,+0
2012-04-08 21:00:00 UTC,+468.8,+32.3+3.15101e-15d,+32.3,+99.2,+0,+0
2012-04-08 21:30:00 UTC,+484.95,+11.2+0d,+11.2,+99.2,+0,+0
2012-04-08 22:00:00 UTC,+490.55,+10.6+4.80084e-15d,+10.6,+99.2,+0,+0
2012-04-08 22:30:00 UTC,+495.85,+8.8-5.78283e-15d,+8.8,+99.2,+0,+0
