# file...... strom/strom_70.csv
# date...... Tue Sep  8 16:22:17 2020
# user...... gregor
# host...... (null)
# target.... triplex_meter 936
# trigger... (none)
# interval.. 1800
# limit..... 0
# timestamp,measured_real_energy,measured_power,measured_real_power,measured_demand,monthly_bill,price
2012-04-08 00:00:00 UTC,+0,+6.8+0d,+6.8,+6.8,+0,+0
2012-04-08 00:30:00 UTC,+3.4,+5.1+4.98911e-15d,+5.1,+6.8,+0,+0
2012-04-08 01:00:00 UTC,+5.95,+7.3+3.48554e-15d,+7.3,+7.3,+0,+0
2012-04-08 01:30:00 UTC,+9.6,+5.4+9.42387e-15d,+5.4,+7.3,+0,+0
2012-04-08 02:00:00 UTC,+12.3,+5.2+4.89316e-15d,+5.2,+7.3,+0,+0
2012-04-08 02:30:00 UTC,+14.9,+7+7.26984e-15d,+7,+7.3,+0,+0
2012-04-08 03:00:00 UTC,+18.4,+4.7+0d,+4.7,+7.3,+0,+0
2012-04-08 03:30:00 UTC,+20.75,+5.9-4.31262e-15d,+5.9,+7.3,+0,+0
2012-04-08 04:00:00 UTC,+23.7,+6.8-1.12255e-14d,+6.8,+7.3,+0,+0
2012-04-08 04:30:00 UTC,+27.1,+5.1+0d,+5.1,+7.3,+0,+0
2012-04-08 05:00:00 UTC,+29.65,+6.8+0d,+6.8,+7.3,+0,+0
2012-04-08 05:30:00 UTC,+33.05,+5.9+4.31262e-15d,+5.9,+7.3,+0,+0
2012-04-08 06:00:00 UTC,+36,+8.6+0d,+8.6,+8.6,+0,+0
2012-04-08 06:30:00 UTC,+40.3,+11.2+0d,+11.2,+11.2,+0,+0
2012-04-08 07:00:00 UTC,+45.9,+9.5+1.07134e-14d,+9.5,+11.2,+0,+0
2012-04-08 07:30:00 UTC,+50.65,+20.7+0d,+20.7,+20.7,+0,+0
2012-04-08 08:00:00 UTC,+61,+13.2-3.85522e-15d,+13.2,+20.7,+0,+0
2012-04-08 08:30:00 UTC,+67.6,+12.2+0d,+12.2,+20.7,+0,+0
2012-04-08 09:00:00 UTC,+73.7,+12-4.24074e-15d,+12,+20.7,+0,+0
2012-04-08 09:30:00 UTC,+79.7,+17.4+5.8493e-15d,+17.4,+20.7,+0,+0
2012-04-08 10:00:00 UTC,+88.4,+7.5-6.78518e-15d,+7.5,+20.7,+0,+0
2012-04-08 10:30:00 UTC,+92.15,+8.9+2.85893e-15d,+8.9,+20.7,+0,+0
2012-04-08 11:00:00 UTC,+96.6,+6.9+0d,+6.9,+20.7,+0,+0
2012-04-08 11:30:00 UTC,+100.05,+7.3+0d,+7.3,+20.7,+0,+0
2012-04-08 12:00:00 UTC,+103.7,+6.2-4.10394e-15d,+6.2,+20.7,+0,+0
2012-04-08 12:30:00 UTC,+106.8,+6+4.24074e-15d,+6,+20.7,+0,+0
2012-04-08 13:00:00 UTC,+109.8,+6.6+7.71044e-15d,+6.6,+20.7,+0,+0
2012-04-08 13:30:00 UTC,+113.1,+7.5-3.39259e-15d,+7.5,+20.7,+0,+0
2012-04-08 14:00:00 UTC,+116.85,+6.8+7.48366e-15d,+6.8,+20.7,+0,+0
2012-04-08 14:30:00 UTC,+120.25,+5.3+0d,+5.3,+20.7,+0,+0
2012-04-08 15:00:00 UTC,+122.9,+7.6-3.34795e-15d,+7.6,+20.7,+0,+0
2012-04-08 15:30:00 UTC,+126.7,+6.7-3.79768e-15d,+6.7,+20.7,+0,+0
2012-04-08 16:00:00 UTC,+130.05,+5.3+4.80084e-15d,+5.3,+20.7,+0,+0
2012-04-08 16:30:00 UTC,+132.7,+9.1+8.38828e-15d,+9.1,+20.7,+0,+0
2012-04-08 17:00:00 UTC,+137.25,+6.2+0d,+6.2,+20.7,+0,+0
2012-04-08 17:30:00 UTC,+140.35,+6.4+0d,+6.4,+20.7,+0,+0
2012-04-08 18:00:00 UTC,+143.55,+9.8-5.19274e-15d,+9.8,+20.7,+0,+0
2012-04-08 18:30:00 UTC,+148.45,+7.3+3.48554e-15d,+7.3,+20.7,+0,+0
2012-04-08 19:00:00 UTC,+152.1,+8.3+3.06559e-15d,+8.3,+20.7,+0,+0
2012-04-08 19:30:00 UTC,+156.25,+8.2+3.10298e-15d,+8.2,+20.7,+0,+0
2012-04-08 20:00:00 UTC,+160.35,+7.2+0d,+7.2,+20.7,+0,+0
2012-04-08 20:30:00 UTC,+163.95,+8.4-3.0291e-15d,+8.4,+20.7,+0,+0
2012-04-08 21:00:00 UTC,+168.15,+8.3+0d,+8.3,+20.7,+0,+0
2012-04-08 21:30:00 UTC,+172.3,+6.9+0d,+6.9,+20.7,+0,+0
2012-04-08 22:00:00 UTC,+175.75,+6.3-4.0388e-15d,+6.3,+20.7,+0,+0
2012-04-08 22:30:00 UTC,+178.9,+13.8-3.6876e-15d,+13.8,+20.7,+0,+0
