# file...... strom/strom_701.csv
# date...... Tue Sep  8 16:22:17 2020
# user...... gregor
# host...... (null)
# target.... triplex_meter 1224
# trigger... (none)
# interval.. 1800
# limit..... 0
# timestamp,measured_real_energy,measured_power,measured_real_power,measured_demand,monthly_bill,price
2012-04-08 00:00:00 UTC,+0,+4.9-2.83978e-16d,+4.9,+4.9,+0,+0
2012-04-08 00:30:00 UTC,+2.45,+3.1+5.18604e-15d,+3.1,+4.9,+0,+0
2012-04-08 01:00:00 UTC,+4,+4.1+3.50903e-15d,+4.1,+4.9,+0,+0
2012-04-08 01:30:00 UTC,+6.05,+4.4-1.69419e-16d,+4.4,+4.9,+0,+0
2012-04-08 02:00:00 UTC,+8.25,+8.7+2.78756e-15d,+8.7,+8.7,+0,+0
2012-04-08 02:30:00 UTC,+12.6,+5.3+6.25422e-15d,+5.3,+8.7,+0,+0
2012-04-08 03:00:00 UTC,+15.25,+8.7+3.55299e-15d,+8.7,+8.7,+0,+0
2012-04-08 03:30:00 UTC,+19.6,+5.6-4.98737e-15d,+5.6,+8.7,+0,+0
2012-04-08 04:00:00 UTC,+22.4,+4.9+1.35904e-15d,+4.9,+8.7,+0,+0
2012-04-08 04:30:00 UTC,+24.85,+3.8-3.00793e-16d,+3.8,+8.7,+0,+0
2012-04-08 05:00:00 UTC,+26.75,+4.8+2.17421e-16d,+4.8,+8.7,+0,+0
2012-04-08 05:30:00 UTC,+29.15,+3.5-3.95439e-15d,+3.5,+8.7,+0,+0
2012-04-08 06:00:00 UTC,+30.9,+4.8+2.66082e-15d,+4.8,+8.7,+0,+0
2012-04-08 06:30:00 UTC,+33.3,+3.4+3.55912e-15d,+3.4,+8.7,+0,+0
2012-04-08 07:00:00 UTC,+35,+4.3-2.64661e-15d,+4.3,+8.7,+0,+0
2012-04-08 07:30:00 UTC,+37.15,+15.7-1.74728e-15d,+15.7,+15.7,+0,+0
2012-04-08 08:00:00 UTC,+45,+15.4+5.67956e-15d,+15.4,+15.7,+0,+0
2012-04-08 08:30:00 UTC,+52.7,+16.8+5.37192e-15d,+16.8,+16.8,+0,+0
2012-04-08 09:00:00 UTC,+61.1,+14.3+3.50306e-15d,+14.3,+16.8,+0,+0
2012-04-08 09:30:00 UTC,+68.25,+14.7-6.08524e-15d,+14.7,+16.8,+0,+0
2012-04-08 10:00:00 UTC,+75.6,+35.9+4.51834e-15d,+35.9,+35.9,+0,+0
2012-04-08 10:30:00 UTC,+93.55,+18.5-3.5244e-15d,+18.5,+35.9,+0,+0
2012-04-08 11:00:00 UTC,+102.8,+16.7+4.76131e-16d,+16.7,+35.9,+0,+0
2012-04-08 11:30:00 UTC,+111.15,+17.7-5.14369e-15d,+17.7,+35.9,+0,+0
2012-04-08 12:00:00 UTC,+120,+26.1-1.8279e-16d,+26.1,+35.9,+0,+0
2012-04-08 12:30:00 UTC,+133.05,+30+3.92268e-15d,+30,+35.9,+0,+0
2012-04-08 13:00:00 UTC,+148.05,+37.7+1.60293e-15d,+37.7,+37.7,+0,+0
2012-04-08 13:30:00 UTC,+166.9,+41+4.42175e-15d,+41,+41,+0,+0
2012-04-08 14:00:00 UTC,+187.4,+14.3-9.4527e-16d,+14.3,+41,+0,+0
2012-04-08 14:30:00 UTC,+194.55,+23.2-8.5683e-16d,+23.2,+41,+0,+0
2012-04-08 15:00:00 UTC,+206.15,+29.6-1.77294e-15d,+29.6,+41,+0,+0
2012-04-08 15:30:00 UTC,+220.95,+84.6-4.36104e-15d,+84.6,+84.6,+0,+0
2012-04-08 16:00:00 UTC,+263.25,+131.9+7.71628e-16d,+131.9,+131.9,+0,+0
2012-04-08 16:30:00 UTC,+329.2,+128.5-1.18807e-15d,+128.5,+131.9,+0,+0
2012-04-08 17:00:00 UTC,+393.45,+142.3-6.25829e-15d,+142.3,+142.3,+0,+0
2012-04-08 17:30:00 UTC,+464.6,+141.4+4.49866e-15d,+141.4,+142.3,+0,+0
2012-04-08 18:00:00 UTC,+535.3,+105.5+5.66772e-15d,+105.5,+142.3,+0,+0
2012-04-08 18:30:00 UTC,+588.05,+149.1+0d,+149.1,+149.1,+0,+0
2012-04-08 19:00:00 UTC,+662.6,+172.8-3.53395e-15d,+172.8,+172.8,+0,+0
2012-04-08 19:30:00 UTC,+749,+174.3-5.83923e-16d,+174.3,+174.3,+0,+0
2012-04-08 20:00:00 UTC,+836.15,+124.7+4.0809e-16d,+124.7,+174.3,+0,+0
2012-04-08 20:30:00 UTC,+898.5,+147.8-3.44309e-15d,+147.8,+174.3,+0,+0
2012-04-08 21:00:00 UTC,+972.4,+148.4+5.14375e-16d,+148.4,+174.3,+0,+0
2012-04-08 21:30:00 UTC,+1046.6,+46.3+6.11381e-15d,+46.3,+174.3,+0,+0
2012-04-08 22:00:00 UTC,+1069.75,+24+2.21976e-15d,+24,+174.3,+0,+0
2012-04-08 22:30:00 UTC,+1081.75,+7.6-4.19802e-15d,+7.6,+174.3,+0,+0
