# file...... strom/strom_45.csv
# date...... Mon Nov 16 14:33:49 2020
# user...... gregor
# host...... (null)
# target.... triplex_meter 435
# trigger... (none)
# interval.. 1800
# limit..... 0
# timestamp,measured_real_energy,measured_power,measured_real_power,measured_demand,monthly_bill,price
2012-04-08 00:00:00 UTC,+0,+191-4.12973e-15d,+191,+191,+0,+30
2012-04-08 00:30:00 UTC,+95.5,+169-3.01118e-16d,+169,+191,+2.865,+0.0651396
2012-04-08 01:00:00 UTC,+180,+139-4.75939e-15d,+139,+191,+2.8705,+0.0651396
2012-04-08 01:30:00 UTC,+249.5,+115+6.63768e-16d,+115,+191,+2.87503,+0.0632799
2012-04-08 02:00:00 UTC,+307,+105-4.3619e-15d,+105,+191,+2.87867,+0.0632799
2012-04-08 02:30:00 UTC,+359.5,+68+5.23856e-15d,+68,+191,+2.88199,+0.0479266
2012-04-08 03:00:00 UTC,+393.5,+67-6.36111e-15d,+67,+191,+2.88362,+0.0479266
2012-04-08 03:30:00 UTC,+427,+99+3.85522e-16d,+99,+191,+2.88523,+0.0549807
2012-04-08 04:00:00 UTC,+476.5,+66-3.4697e-15d,+66,+191,+2.88795,+0.0549807
2012-04-08 04:30:00 UTC,+509.5,+70+2.54444e-15d,+70,+191,+2.88976,+0.0541449
2012-04-08 05:00:00 UTC,+544.5,+93-6.8399e-16d,+93,+191,+2.89166,+0.0541449
2012-04-08 05:30:00 UTC,+591,+69-5.80797e-15d,+69,+191,+2.89418,+0.0526922
2012-04-08 06:00:00 UTC,+625.5,+93-2.32557e-15d,+93,+191,+2.89599,+0.0526922
2012-04-08 06:30:00 UTC,+672,+128+4.96962e-16d,+128,+191,+2.89844,+0.0256759
2012-04-08 07:00:00 UTC,+736,+125+3.25689e-15d,+125,+191,+2.90009,+0.0256759
2012-04-08 07:30:00 UTC,+798.5,+126-1.41358e-15d,+126,+191,+2.90169,+0.0487565
2012-04-08 08:00:00 UTC,+861.5,+217-4.33845e-15d,+217,+217,+2.90476,+0.0487565
2012-04-08 08:30:00 UTC,+970,+167+1.06653e-15d,+167,+217,+2.91005,+0.0607318
2012-04-08 09:00:00 UTC,+1053.5,+190-5.8924e-15d,+190,+217,+2.91512,+0.0607318
2012-04-08 09:30:00 UTC,+1148.5,+200-5.85222e-15d,+200,+217,+2.92089,+0.0674444
2012-04-08 10:00:00 UTC,+1248.5,+172-3.69832e-15d,+172,+217,+2.92764,+0.0674444
2012-04-08 10:30:00 UTC,+1334.5,+186+5.19833e-15d,+186,+217,+2.93344,+0.0771391
2012-04-08 11:00:00 UTC,+1427.5,+440+1.04091e-15d,+440,+440,+2.94061,+0.0771391
2012-04-08 11:30:00 UTC,+1647.5,+329-1.85613e-15d,+329,+440,+2.95758,+0.115129
2012-04-08 12:00:00 UTC,+1812,+387+3.0244e-15d,+387,+440,+2.97652,+0.115129
2012-04-08 12:30:00 UTC,+2005.5,+366-3.33698e-15d,+366,+440,+2.9988,+0.314472
2012-04-08 13:00:00 UTC,+2188.5,+199-4.09157e-15d,+199,+440,+3.05635,+0.314472
2012-04-08 13:30:00 UTC,+2288,+166-3.67871e-15d,+166,+440,+3.08764,+0.103281
2012-04-08 14:00:00 UTC,+2371,+161+9.4824e-16d,+161,+440,+3.09621,+0.103281
2012-04-08 14:30:00 UTC,+2451.5,+201+1.01271e-15d,+201,+440,+3.10452,+0.107517
2012-04-08 15:00:00 UTC,+2552,+162-1.09945e-15d,+162,+440,+3.11533,+0.107517
