# file...... strom/strom_81.csv
# date...... Mon Nov 16 14:33:49 2020
# user...... gregor
# host...... (null)
# target.... triplex_meter 759
# trigger... (none)
# interval.. 1800
# limit..... 0
# timestamp,measured_real_energy,measured_power,measured_real_power,measured_demand,monthly_bill,price
2012-04-08 00:00:00 UTC,+0,+69-2.95008e-15d,+69,+69,+0,+30
2012-04-08 00:30:00 UTC,+34.5,+49+4.15419e-15d,+49,+69,+1.035,+0.0651396
2012-04-08 01:00:00 UTC,+59,+43+9.4677e-15d,+43,+69,+1.0366,+0.0651396
2012-04-08 01:30:00 UTC,+80.5,+73-1.39422e-14d,+73,+73,+1.038,+0.0632799
2012-04-08 02:00:00 UTC,+117,+43-4.73385e-15d,+43,+73,+1.04031,+0.0632799
2012-04-08 02:30:00 UTC,+138.5,+45-4.52346e-15d,+45,+73,+1.04167,+0.0479266
2012-04-08 03:00:00 UTC,+161,+73-8.36529e-15d,+73,+73,+1.04275,+0.0479266
2012-04-08 03:30:00 UTC,+197.5,+47-1.29929e-14d,+47,+73,+1.04449,+0.0549807
2012-04-08 04:00:00 UTC,+221,+44+4.62626e-15d,+44,+73,+1.04579,+0.0549807
2012-04-08 04:30:00 UTC,+243,+71-8.60094e-15d,+71,+73,+1.047,+0.0541449
2012-04-08 05:00:00 UTC,+278.5,+44-9.25252e-15d,+44,+73,+1.04892,+0.0541449
2012-04-08 05:30:00 UTC,+300.5,+45+9.04691e-15d,+45,+73,+1.05011,+0.0526922
2012-04-08 06:00:00 UTC,+323,+70+2.90794e-15d,+70,+73,+1.05129,+0.0526922
2012-04-08 06:30:00 UTC,+358,+44-9.25252e-15d,+44,+73,+1.05314,+0.0256759
2012-04-08 07:00:00 UTC,+380,+44-9.25252e-15d,+44,+73,+1.0537,+0.0256759
2012-04-08 07:30:00 UTC,+402,+68-2.99346e-15d,+68,+73,+1.05427,+0.0487565
2012-04-08 08:00:00 UTC,+436,+43-9.4677e-15d,+43,+73,+1.05593,+0.0487565
2012-04-08 08:30:00 UTC,+457.5,+225-3.61876e-15d,+225,+225,+1.05697,+0.0607318
2012-04-08 09:00:00 UTC,+570,+438-1.48716e-14d,+438,+438,+1.06381,+0.0607318
2012-04-08 09:30:00 UTC,+789,+47+4.33097e-15d,+47,+438,+1.07711,+0.0674444
2012-04-08 10:00:00 UTC,+812.5,+49-8.30839e-15d,+49,+438,+1.07869,+0.0674444
2012-04-08 10:30:00 UTC,+837,+145+2.80766e-15d,+145,+438,+1.08034,+0.0771391
2012-04-08 11:00:00 UTC,+909.5,+217-1.12565e-14d,+217,+438,+1.08594,+0.0771391
2012-04-08 11:30:00 UTC,+1018,+115-1.41604e-14d,+115,+438,+1.09431,+0.115129
2012-04-08 12:00:00 UTC,+1075.5,+125-1.30276e-14d,+125,+438,+1.10093,+0.115129
2012-04-08 12:30:00 UTC,+1138,+111+3.66767e-15d,+111,+438,+1.10812,+0.314472
2012-04-08 13:00:00 UTC,+1193.5,+90+0d,+90,+438,+1.12558,+0.314472
2012-04-08 13:30:00 UTC,+1238.5,+59+3.45009e-15d,+59,+438,+1.13973,+0.103281
2012-04-08 14:00:00 UTC,+1268,+44-9.25252e-15d,+44,+438,+1.14277,+0.103281
2012-04-08 14:30:00 UTC,+1290,+58-3.50958e-15d,+58,+438,+1.14505,+0.107517
2012-04-08 15:00:00 UTC,+1319,+52-1.56581e-14d,+52,+438,+1.14816,+0.107517
2012-04-08 15:30:00 UTC,+1345,+43-9.4677e-15d,+43,+438,+1.15096,+0.0909781
2012-04-08 16:00:00 UTC,+1366.5,+56-7.26984e-15d,+56,+438,+1.15292,+0.0909781
2012-04-08 16:30:00 UTC,+1394.5,+56-3.63492e-15d,+56,+438,+1.15546,+0.0994651
2012-04-08 17:00:00 UTC,+1422.5,+41-9.92954e-15d,+41,+438,+1.15825,+0.0994651
2012-04-08 17:30:00 UTC,+1443,+52-2.34872e-14d,+52,+438,+1.16029,+0.163446
2012-04-08 18:00:00 UTC,+1469,+59-3.45009e-15d,+59,+438,+1.16454,+0.163446
2012-04-08 18:30:00 UTC,+1498.5,+43-1.89354e-14d,+43,+438,+1.16936,+0.18878
2012-04-08 19:00:00 UTC,+1520,+48+0d,+48,+438,+1.17342,+0.18878
2012-04-08 19:30:00 UTC,+1544,+72-2.82716e-15d,+72,+438,+1.17795,+0.122554
2012-04-08 20:00:00 UTC,+1580,+124-3.28315e-15d,+124,+438,+1.18236,+0.122554
2012-04-08 20:30:00 UTC,+1642,+135+0d,+135,+438,+1.18996,+0.281735
2012-04-08 21:00:00 UTC,+1709.5,+140-2.03555e-14d,+140,+438,+1.20897,+0.281735
2012-04-08 21:30:00 UTC,+1779.5,+82-1.48943e-14d,+82,+438,+1.2287,+0.240559
2012-04-08 22:00:00 UTC,+1820.5,+115-7.08019e-15d,+115,+438,+1.23856,+0.240559
2012-04-08 22:30:00 UTC,+1878,+90-9.04691e-15d,+90,+438,+1.25239,+0.0828338
2012-04-08 23:00:00 UTC,+1923,+76-1.60702e-14d,+76,+438,+1.25612,+0.0828338
2012-04-08 23:30:00 UTC,+1961,+59-1.72505e-14d,+59,+438,+1.25927,+0.0810057
2012-04-09 00:00:00 UTC,+1990.5,+52-3.91453e-15d,+52,+438,+1.26166,+0.0810057
2012-04-09 00:30:00 UTC,+2016.5,+44-9.25252e-15d,+44,+438,+1.26376,+0.0623406
2012-04-09 01:00:00 UTC,+2038.5,+66+6.16835e-15d,+66,+438,+1.26513,+0.0623406
2012-04-09 01:30:00 UTC,+2071.5,+44+0d,+44,+438,+1.26719,+0.0583953
2012-04-09 02:00:00 UTC,+2093.5,+45-4.52346e-15d,+45,+438,+1.26848,+0.0583953
2012-04-09 02:30:00 UTC,+2116,+66-3.08417e-15d,+66,+438,+1.26979,+0.0561628
2012-04-09 03:00:00 UTC,+2149,+45-2.71407e-14d,+45,+438,+1.27164,+0.0561628
2012-04-09 03:30:00 UTC,+2171.5,+45+4.52346e-15d,+45,+438,+1.27291,+0.0533591
2012-04-09 04:00:00 UTC,+2194,+64-1.27222e-14d,+64,+438,+1.27411,+0.0533591
2012-04-09 04:30:00 UTC,+2226,+49-1.24626e-14d,+49,+438,+1.27581,+0.0559435
2012-04-09 05:00:00 UTC,+2250.5,+42-1.93862e-14d,+42,+438,+1.27719,+0.0559435
2012-04-09 05:30:00 UTC,+2271.5,+102-1.19739e-14d,+102,+438,+1.27836,+0.0666255
2012-04-09 06:00:00 UTC,+2322.5,+94+4.33097e-15d,+94,+438,+1.28176,+0.0666255
2012-04-09 06:30:00 UTC,+2369.5,+87+0d,+87,+438,+1.28489,+0.0715496
2012-04-09 07:00:00 UTC,+2413,+66-9.25252e-15d,+66,+438,+1.288,+0.0715496
2012-04-09 07:30:00 UTC,+2446,+48+0d,+48,+438,+1.29036,+0.0638158
2012-04-09 08:00:00 UTC,+2470,+63+0d,+63,+438,+1.29189,+0.0638158
2012-04-09 08:30:00 UTC,+2501.5,+112+3.63492e-15d,+112,+438,+1.2939,+0.0814734
2012-04-09 09:00:00 UTC,+2557.5,+125-9.77066e-15d,+125,+438,+1.29847,+0.0814734
2012-04-09 09:30:00 UTC,+2620,+157-1.03723e-14d,+157,+438,+1.30356,+0.0935965
2012-04-09 10:00:00 UTC,+2698.5,+100+8.14222e-15d,+100,+438,+1.31091,+0.0935965
2012-04-09 10:30:00 UTC,+2748.5,+83-4.90495e-15d,+83,+438,+1.31559,+0.206686
2012-04-09 11:00:00 UTC,+2790,+87-1.40383e-14d,+87,+438,+1.32416,+0.206686
2012-04-09 11:30:00 UTC,+2833.5,+50-1.22133e-14d,+50,+438,+1.33315,+0.189668
