# file...... strom/strom_9.csv
# date...... Mon Nov 16 14:33:49 2020
# user...... gregor
# host...... (null)
# target.... triplex_meter 111
# trigger... (none)
# interval.. 1800
# limit..... 0
# timestamp,measured_real_energy,measured_power,measured_real_power,measured_demand,monthly_bill,price
2012-04-08 00:00:00 UTC,+0,+158+5.1533e-15d,+158,+158,+0,+30
2012-04-08 00:30:00 UTC,+79,+193+0d,+193,+193,+2.37,+0.0651396
2012-04-08 01:00:00 UTC,+175.5,+183+0d,+183,+193,+2.37629,+0.0651396
2012-04-08 01:30:00 UTC,+267,+131-1.24309e-14d,+131,+193,+2.38225,+0.0632799
2012-04-08 02:00:00 UTC,+332.5,+161-5.05728e-15d,+161,+193,+2.38639,+0.0632799
2012-04-08 02:30:00 UTC,+413,+162+0d,+162,+193,+2.39149,+0.0479266
2012-04-08 03:00:00 UTC,+494,+160-1.52667e-14d,+160,+193,+2.39537,+0.0479266
2012-04-08 03:30:00 UTC,+574,+208+3.91453e-15d,+208,+208,+2.3992,+0.0549807
2012-04-08 04:00:00 UTC,+678,+220-1.4804e-14d,+220,+220,+2.40492,+0.0549807
2012-04-08 04:30:00 UTC,+788,+131-1.55386e-14d,+131,+220,+2.41097,+0.0541449
2012-04-08 05:00:00 UTC,+853.5,+119-1.71055e-14d,+119,+220,+2.41451,+0.0541449
2012-04-08 05:30:00 UTC,+913,+156-2.60969e-14d,+156,+220,+2.41774,+0.0526922
2012-04-08 06:00:00 UTC,+991,+162-2.51303e-14d,+162,+220,+2.42185,+0.0526922
2012-04-08 06:30:00 UTC,+1072,+222-1.1003e-14d,+222,+222,+2.42611,+0.0256759
2012-04-08 07:00:00 UTC,+1183,+206+7.90507e-15d,+206,+222,+2.42896,+0.0256759
2012-04-08 07:30:00 UTC,+1286,+160-5.08889e-15d,+160,+222,+2.43161,+0.0487565
2012-04-08 08:00:00 UTC,+1366,+124-6.56631e-15d,+124,+222,+2.43551,+0.0487565
2012-04-08 08:30:00 UTC,+1428,+120+0d,+120,+222,+2.43853,+0.0607318
2012-04-08 09:00:00 UTC,+1488,+160-1.52667e-14d,+160,+222,+2.44218,+0.0607318
2012-04-08 09:30:00 UTC,+1568,+234+3.47958e-15d,+234,+234,+2.44703,+0.0674444
2012-04-08 10:00:00 UTC,+1685,+201-2.02543e-14d,+201,+234,+2.45492,+0.0674444
2012-04-08 10:30:00 UTC,+1785.5,+160+1.01778e-14d,+160,+234,+2.4617,+0.0771391
2012-04-08 11:00:00 UTC,+1865.5,+161-5.05728e-15d,+161,+234,+2.46787,+0.0771391
2012-04-08 11:30:00 UTC,+1946,+139-2.34308e-14d,+139,+234,+2.47408,+0.115129
2012-04-08 12:00:00 UTC,+2015.5,+126-6.46208e-15d,+126,+234,+2.48209,+0.115129
2012-04-08 12:30:00 UTC,+2078.5,+213-3.82264e-15d,+213,+234,+2.48934,+0.314472
2012-04-08 13:00:00 UTC,+2185,+194+0d,+194,+234,+2.52283,+0.314472
2012-04-08 13:30:00 UTC,+2282,+161+0d,+161,+234,+2.55333,+0.103281
2012-04-08 14:00:00 UTC,+2362.5,+161-1.01146e-14d,+161,+234,+2.56165,+0.103281
2012-04-08 14:30:00 UTC,+2443,+163+0d,+163,+234,+2.56996,+0.107517
2012-04-08 15:00:00 UTC,+2524.5,+185-4.4012e-15d,+185,+234,+2.57872,+0.107517
2012-04-08 15:30:00 UTC,+2617,+231-3.52477e-15d,+231,+234,+2.58867,+0.0909781
2012-04-08 16:00:00 UTC,+2732.5,+187+8.70826e-15d,+187,+234,+2.59918,+0.0909781
