# file...... strom/strom_77.csv
# date...... Mon Nov 16 14:33:49 2020
# user...... gregor
# host...... (null)
# target.... triplex_meter 723
# trigger... (none)
# interval.. 1800
# limit..... 0
# timestamp,measured_real_energy,measured_power,measured_real_power,measured_demand,monthly_bill,price
2012-04-08 00:00:00 UTC,+0,+71-2.00689e-14d,+71,+71,+0,+30
2012-04-08 00:30:00 UTC,+35.5,+71-1.43349e-14d,+71,+71,+1.065,+0.0651396
2012-04-08 01:00:00 UTC,+71,+49-8.30839e-15d,+49,+71,+1.06731,+0.0651396
2012-04-08 01:30:00 UTC,+95.5,+66-3.08417e-15d,+66,+71,+1.06891,+0.0632799
2012-04-08 02:00:00 UTC,+128.5,+72-2.26173e-14d,+72,+72,+1.071,+0.0632799
2012-04-08 02:30:00 UTC,+164.5,+60+6.78518e-15d,+60,+72,+1.07327,+0.0479266
2012-04-08 03:00:00 UTC,+194.5,+82-2.48238e-14d,+82,+82,+1.07471,+0.0479266
2012-04-08 03:30:00 UTC,+235.5,+290-8.42299e-15d,+290,+290,+1.07668,+0.0549807
2012-04-08 04:00:00 UTC,+380.5,+78+5.21937e-15d,+78,+290,+1.08465,+0.0549807
2012-04-08 04:30:00 UTC,+419.5,+108-7.53909e-15d,+108,+290,+1.08679,+0.0541449
2012-04-08 05:00:00 UTC,+473.5,+137-1.78297e-14d,+137,+290,+1.08972,+0.0541449
2012-04-08 05:30:00 UTC,+542,+69-1.47504e-14d,+69,+290,+1.09343,+0.0526922
2012-04-08 06:00:00 UTC,+576.5,+72-1.13086e-14d,+72,+290,+1.09524,+0.0526922
2012-04-08 06:30:00 UTC,+612.5,+85+9.57908e-15d,+85,+290,+1.09714,+0.0256759
2012-04-08 07:00:00 UTC,+655,+90+4.52346e-15d,+90,+290,+1.09823,+0.0256759
2012-04-08 07:30:00 UTC,+700,+64-9.54166e-15d,+64,+290,+1.09939,+0.0487565
2012-04-08 08:00:00 UTC,+732,+86-1.42015e-14d,+86,+290,+1.10095,+0.0487565
2012-04-08 08:30:00 UTC,+775,+83-4.90495e-15d,+83,+290,+1.10304,+0.0607318
2012-04-08 09:00:00 UTC,+816.5,+45-1.35704e-14d,+45,+290,+1.10557,+0.0607318
2012-04-08 09:30:00 UTC,+839,+37-1.65045e-14d,+37,+290,+1.10693,+0.0674444
2012-04-08 10:00:00 UTC,+857.5,+43-4.73385e-15d,+43,+290,+1.10818,+0.0674444
2012-04-08 10:30:00 UTC,+879,+23-8.85024e-15d,+23,+290,+1.10963,+0.0771391
2012-04-08 11:00:00 UTC,+890.5,+32+3.18055e-15d,+32,+290,+1.11052,+0.0771391
2012-04-08 11:30:00 UTC,+906.5,+43-4.73385e-15d,+43,+290,+1.11175,+0.115129
2012-04-08 12:00:00 UTC,+928,+25-8.14222e-15d,+25,+290,+1.11423,+0.115129
2012-04-08 12:30:00 UTC,+940.5,+29-2.4567e-14d,+29,+290,+1.11567,+0.314472
2012-04-08 13:00:00 UTC,+955,+44-1.8505e-14d,+44,+290,+1.12023,+0.314472
